,d.id,n.N_Name,count(s)
10,DOID:3962,"['FOLLICULAR CARCINOMA OF THE THYROID GLAND', 'THYROID ADENOCARCINOMA', 'FOLLICULAR THYROID CARCINOMA (DISORDER)', 'FOLLICULAR CARCINOMA', 'FOLLICULAR ADENOCARCINOMA, WELL DIFFERENTIATED (MORPHOLOGIC ABNORMALITY)', 'FOLLICULAR ADENOCARCINOMA (MORPHOLOGIC ABNORMALITY)', 'FOLLICULAR THYROID CARCINOMA']",4
11,['DOID:10534'],"['胃小弯曲癌（紊乱）(CA LESSER CURVATURE - STOMACH (DISORDER))', '胃体恶性肿瘤', '胃体癌(CA BODY - STOMACH)', 'GASTRIC NEOPLASM', 'MALIGNANT TUMOR OF GREATER CURVE OF STOMACH (DISORDER)', 'GASTRIC CANCER', '胃癌(GASTRIC CANCER)', 'CA LESSER CURVATURE - STOMACH (DISORDER)', 'MALIGNANT NEOPLASM OF LESSER CURVE OF STOMACH UNSPECIFIED (DISORDER)', 'CA BODY - STOMACH', 'MALIGNANT TUMOR OF LESSER CURVE OF STOMACH (DISORDER)', '未特指的胃小弯恶性肿瘤（紊乱）', 'MALIGNANT TUMOR OF BODY OF STOMACH (DISORDER)', '胃大弯曲癌(CA GREATER CURVATURE OF STOMACH)', '胃小弯曲恶性肿瘤（紊乱）', 'MALIGNANT NEOPLASM OF BODY OF STOMACH', '胃体恶性肿瘤（紊乱）', '胃肿瘤', '胃大曲线恶性肿瘤（紊乱）', 'CA GREATER CURVATURE OF STOMACH', 'STOMACH CANCER', '胃癌']",7
12,['DOID:1324'],"['LUNG NEOPLASM', '肺癌', 'LUNG CANCER']",2
13,['DOID:1380'],"['ENDOMETRIAL CA', '子宫内膜肿瘤（紊乱）', 'MALIGNANT ENDOMETRIAL NEOPLASM', '原发性子宫内膜恶性肿瘤', '子宫内膜肿瘤(TUMOR OF ENDOMETRIUM)', 'PRIMARY MALIGNANT NEOPLASM OF ENDOMETRIUM', 'NEOPLASM OF ENDOMETRIUM (DISORDER)', 'MALIGNANT NEOPLASM OF ENDOMETRIUM', '子宫内膜癌(ENDOMETRIAL CA)', 'ENDOMETRIAL NEOPLASM', 'TUMOR OF ENDOMETRIUM', '子宫内膜恶性肿瘤', '恶性子宫内膜肿瘤', '子宫内膜肿瘤(ENDOMETRIAL NEOPLASM)', '子宫内膜癌', 'ENDOMETRIAL CANCER']",1
14,['DOID:0060060'],"['NON-HODGKIN LYMPHOMA', '非霍奇金淋巴瘤']",1
15,['DOID:9256'],"['COLORECTAL CANCER', '结直肠癌']",5
16,['DOID:9119'],"['白血病，粒细胞，急性', 'ACUTE MYELOGENOUS LEUKEMIA', '急性成髓细胞性白血病', 'ACUTE MYELOBLASTIC LEUKEMIA', 'AML - ACUTE MYELOID LEUKEMIA', 'LEUKEMIA, MYELOCYTIC, ACUTE', '急性骨髓性白血病', 'AML - 急性粒细胞白血病', '急性髓系白血病', 'ACUTE MYELOID LEUKEMIA']",2
17,['DOID:1612'],"['""BREAST NEOPLASM"" EXACT [MTH:120]', '""MAMMARY NEOPLASM"" RELATED []', '“乳腺肿瘤” EXACT [CSP2005：2016-0671]', '""NEOPLASM OF BREAST (DISORDER)"" EXACT [SNOMEDCT_2005_07_31:126926005]', '“乳房肿瘤” EXACT [NCI2004_11_17：C2910]', '""MAMMARY TUMOR"" EXACT [CSP2005:2016-0671]', '“乳房肿瘤（病症）” EXACT [SNOMEDCT_2005_07_31：126926005]', '“乳腺肿瘤” EXACT [MTH：120]', '“乳腺肿瘤” RELATED []', '""BREAST TUMOR"" EXACT [NCI2004_11_17:C2910]', '乳腺肿瘤(MAMMARY TUMOR)', 'MAMMARY TUMOR', 'MALIGNANT TUMOR OF THE BREAST', '乳腺癌', '乳腺肿瘤(BREAST TUMOR)', 'MAMMARY CANCER', '乳腺恶性肿瘤(MALIGNANT TUMOR OF THE BREAST)', 'PRIMARY BREAST CANCER', '原发性乳腺癌', '乳腺恶性肿瘤(MALIGNANT NEOPLASM OF BREAST)', 'BREAST TUMOR', 'MALIGNANT NEOPLASM OF BREAST', 'MAMMARY NEOPLASM', '乳腺肿瘤(MAMMARY NEOPLASM)', 'BREAST CANCER']",3
18,DOID:1790,"['ADVANCED MALIGNANT MESOTHELIOMA', 'DIFFUSE MALIGNANT MESOTHELIOMA', 'MALIGNANT TUMOR OF MESOTHELIUM', 'ASBESTOS-RELATED MALIGNANT MESOTHELIOMA', 'MALIGNANT MESOTHELIOMA']",2
19,['DOID:9952'],"['急性淋巴细胞白血病', 'ACUTE LYMPHOBLASTIC LEUKEMIA', '急性淋巴性白血病', 'ACUTE LYMPHOCYTIC LEUKEMIA']",2
20,DOID:8584,"[""BURKITT'S TUMOR OR LYMPHOMA"", ""BURKITT'S LYMPHOMA"", ""MALIGNANT LYMPHOMA, BURKITT'S TYPE"", ""SMALL NON-CLEAVED CELL LYMPHOMA, BURKITT'S TYPE"", 'BURKITT LYMPHOMA/LEUKAEMIA', ""BURKITT'S TUMOR"", 'BURKITT LYMPHOMA']",3
21,DOID:8552,"['CML', 'CHRONIC MYELOGENOUS LEUKEMIA', 'CML - CHRONIC MYELOGENOUS LEUKEMIA', 'CHRONIC GRANULOCYTIC LEUKEMIA', 'MYELOID LEUKEMIA, CHRONIC', 'CHRONIC MYELOID LEUKEMIA']",4
22,['DOID:5041'],"['腹部食管恶性肿瘤', '食管近端三分之一的恶性肿瘤', 'CA LOWER THIRD OESOPHAGUS', 'ESOPHAGUS CANCER', 'MALIGNANT TUMOR OF DISTAL THIRD OF ESOPHAGUS', 'CA MIDDLE THIRD OESOPHAGUS', '食管第三近端恶性肿瘤', '食管中段三分之一的恶性肿瘤', 'MALIGNANT NEOPLASM OF LOWER THIRD OF OESOPHAGUS', 'MALIGNANT NEOPLASM OF DISTAL THIRD OF ESOPHAGUS', '下三分之一食管癌(CA LOWER THIRD OESOPHAGUS)', '上部第三食管恶性肿瘤', 'MALIGNANT TUMOR OF ABDOMINAL ESOPHAGUS', 'MALIGNANT NEOPLASM OF UPPER THIRD ESOPHAGUS', '食道中段三分之一的恶性肿瘤', '食管远端三分之一的恶性肿瘤', '食管下三分之一的恶性肿瘤', 'MALIGNANT TUMOR OF PROXIMAL THIRD OF ESOPHAGUS', '食道癌', 'MALIGNANT NEOPLASM OF PROXIMAL THIRD OF ESOPHAGUS', 'MALIGNANT NEOPLASM OF MIDDLE THIRD OF OESOPHAGUS', 'MALIGNANT TUMOR OF THE MIDDLE THIRD OF THE ESOPHAGUS', '食管远端三分之一恶性肿瘤', '中间第三食道癌(CA MIDDLE THIRD OESOPHAGUS)', '食管癌', 'ESOPHAGEAL CANCER']",2
23,DOID:5485,SYNOVIAL SARCOMA,2
24,['DOID:769'],"['神经母细胞瘤 (SCHWANNIAN STROMA-POOR)', 'NEUROBLASTOMA (SCHWANNIAN STROMA-POOR)', '神经母细胞瘤', 'NEUROBLASTOMA']",27
25,DOID:5557,"['GERM CELL TUMOR OF TESTIS', 'TESTICULAR GERM CELL NEOPLASM', 'TESTICULAR GERM CELL CANCER']",9
26,['DOID:684'],"['成人肝癌', '肝癌(HEPATOMA)', '成人原发性肝细胞癌', 'ADULT PRIMARY HEPATOCELLULAR CARCINOMA', 'HEPATOMA', 'ADULT HEPATOMA', 'HCC', '肝细胞癌', 'HEPATOCELLULAR CARCINOMA']",6
27,['DOID:5409'],"['SCLC', 'SMALL CELL NEUROENDOCRINE CARCINOMA OF LUNG', '肺小细胞癌（紊乱）', 'OAT CELL CARCINOMA OF LUNG (DISORDER)', '肺燕麦细胞癌(紊乱)', 'SMALL CELL CARCINOMA OF LUNG (DISORDER)', '肺小细胞神经内分泌癌', '肺小细胞癌', 'SMALL CELL CARCINOMA OF LUNG', 'LUNG SMALL CELL CARCINOMA']",2
