,d.id,n.N_Name,count(s)
17,MONDO:0014998,"['GLAUCOMA 3, PRIMARY CONGENITAL, E; GLC3E', 'GLAUCOMA 3, PRIMARY CONGENITAL, TYPE E', 'GLAUCOMA 3, PRIMARY CONGENITAL, E', 'GLC3E']",4
18,http://purl.obolibrary.org/obo/OMIM_211380,,10
19,MONDO:0014924,"['EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI CAUSED BY MUTATION IN NPRL2', 'EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 2', 'FFEVF2', 'NPRL2 EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI', 'EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI TYPE 2', 'EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 2; FFEVF2']",4
20,MONDO:0014968,"['PEAMO', 'ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY; PEAMO', 'ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY']",19
21,MONDO:0014926,"['IFT74 BARDET-BIEDL SYNDROME', 'BARDET-BIEDL SYNDROME CAUSED BY MUTATION IN IFT74', 'BARDET-BIEDL SYNDROME TYPE 20', 'BBS20', 'BARDET-BIEDL SYNDROME 20', 'BARDET-BIEDL SYNDROME 20; BBS20']",7
22,http://purl.obolibrary.org/obo/OMIM_615024,,5
23,MONDO:0014988,"['3-METHYLGLUTACONIC ACIDURIA, TYPE VIII; MGCA8', '3-METHYLGLUTACONIC ACIDURIA TYPE VIII, MGCA8', 'MGCA8', '3-METHYLGLUTACONIC ACIDURIA, TYPE VIII', '3-METHYLGLUTACONIC ACIDURIA TYPE VIII', '3-METHYLGLUTACONIC ACIDURIA, TYPE 8']",22
24,http://purl.obolibrary.org/obo/OMIM_616449,,27
25,http://purl.obolibrary.org/obo/OMIM_615028,,4
26,MONDO:0014922,"['KY MYOFIBRILLAR MYOPATHY (DISEASE)', 'MYOPATHY, MYOFIBRILLAR, TYPE 7', 'MYOPATHY, MYOFIBRILLAR, 7', 'MYOFIBRILLAR MYOPATHY (DISEASE) CAUSED BY MUTATION IN KY', 'ALPHA-B CRYSTALIN-RELATED FATAL INFANTILE HYPERTONIC MYOFIBRILLAR MYOPATHY', 'MYOPATHY, MYOFIBRILLAR, 7; MFM7', 'MYOFIBRILLAR MYOPATHY 7']",14
27,MONDO:0014960,"['ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY', 'ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN EDEMA AND/OR LEUKOENCEPHALOPATHY; PEBEL', 'PEBEL']",22
28,MONDO:0014920,"['PATTERNED MACULAR DYSTROPHY CAUSED BY MUTATION IN MAPKAPK3', 'MACULAR DYSTROPHY, PATTERNED, 3', 'MCRPE', 'PATTERNED MACULAR DYSTROPHY TYPE 3', 'MACULAR DYSTROPHY, PATTERNED, TYPE 3', 'MAPKAPK3 PATTERNED MACULAR DYSTROPHY', 'MDPT3', 'MARTINIQUE CRINKLED RETINAL PIGMENT EPITHELIOPATHY', 'MACULAR DYSTROPHY, PATTERNED, 3; MDPT3', 'PATTERNED MACULAR DYSTROPHY 3']",5
29,MONDO:0014970,"['SPERMATOGENIC FAILURE 17', 'SPERMATOGENIC FAILURE 17; SPGF17', 'AZOOSPERMIA CAUSED BY MUTATION IN PLCZ1', 'PLCZ1 AZOOSPERMIA', 'SPGF17', 'SPERMATOGENIC FAILURE TYPE 17', 'MALE INFERTILITY DUE TO OOCYTE ACTIVATION FAILURE']",2
30,http://purl.obolibrary.org/obo/OMIM_616486,,19
31,MONDO:0013531,"['PSPHD', 'PHOSPHOSERINE PHOSPHATASE DEFICIENCY', 'PHOSPHOSERINE PHOSPHATASE DEFICIENCY; PSPHD', '3-PHOSPHOSERINE PHOSPHATASE DEFICIENCY', 'PSPH DEFICIENCY']",10
32,MONDO:0014925,"['EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 3; FFEVF3', 'EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI 3', 'EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI TYPE 3', 'FFEVF3', 'NPRL3 EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI', 'EPILEPSY, FAMILIAL FOCAL, WITH VARIABLE FOCI CAUSED BY MUTATION IN NPRL3']",5
33,MONDO:0013536,"['HEME OXYGENASE 1 DEFICIENCY', 'HEME OXYGENASE 1 DEFICIENCY; HMOX1D', 'HMOX1D']",6
34,MONDO:0013533,"['HYPERLIPIDEMIA DUE TO HL DEFICIENCY', 'HYPERLIPIDEMIA DUE TO HTGL DEFICIENCY', 'HYPERLIPIDEMIA DUE TO HEPATIC LIPASE DEFICIENCY', 'LIPC DEFICIENCY', 'HEPATIC LIPASE DEFICIENCY', 'HYPERLIPIDEMIA DUE TO HEPATIC TRIACYLGLYCEROL LIPASE DEFICIENCY', 'HL DEFICIENCY', 'HYPERLIPIDEMIA DUE TO HEPATIC TRIGLYCERIDE LIPASE DEFICIENCY']",3
35,http://purl.obolibrary.org/obo/OMIM_616487,,3
36,MONDO:0014986,"['RAD51 FANCONI ANEMIA', 'FANCONI ANEMIA, COMPLEMENTATION GROUP TYPE R', 'FANCONI ANEMIA, COMPLEMENTATION GROUP R', 'FANCR', 'FANCONI ANEMIA CAUSED BY MUTATION IN RAD51', 'FANCONI ANEMIA COMPLEMENTATION GROUP TYPE R', 'FANCONI ANEMIA, COMPLEMENTATION GROUP R; FANCR', 'FANCONI ANEMIA COMPLEMENTATION GROUP R']",6
37,http://purl.obolibrary.org/obo/OMIM_616488,,5
38,http://purl.obolibrary.org/obo/OMIM_615034,,6
39,http://purl.obolibrary.org/obo/OMIM_615023,,4
40,http://purl.obolibrary.org/obo/OMIM_615026,,7
41,http://purl.obolibrary.org/obo/OMIM_616490,,9
42,http://purl.obolibrary.org/obo/OMIM_616489,,19
43,MONDO:0014973,"['SCFI', 'SUDDEN CARDIAC FAILURE, INFANTILE; SCFI', 'SUDDEN CARDIAC FAILURE, INFANTILE']",9
44,MONDO:0014975,"['SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSIVE', 'SPASTIC PARAPLEGIA 78, AUTOSOMAL RECESSIVE; SPG78', 'HEREDITARY SPASTIC PARAPLEGIA CAUSED BY MUTATION IN ATP13A2', 'SPG78', 'ATP13A2 HEREDITARY SPASTIC PARAPLEGIA', 'AUTOSOMAL RECESSIVE SPASTIC PARAPLEGIA TYPE 78']",18
45,MONDO:0013534,"['APOLIPOPROTEIN C-III DEFICIENCY', 'HYPERALPHALIPOPROTEINEMIA 2']",3
46,http://purl.obolibrary.org/obo/OMIM_615040,,3
47,MONDO:0014995,"['NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE', 'NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE; NDHSAL', 'NDHSAL']",33
48,MONDO:0014967,"['PKD1L1 VISCERAL HETEROTAXY', 'HTX8', 'HETEROTAXY, VISCERAL, 8, AUTOSOMAL; HTX8', 'HETEROTAXY, VISCERAL, 8, AUTOSOMAL', 'VISCERAL HETEROTAXY CAUSED BY MUTATION IN PKD1L1']",8
49,http://purl.obolibrary.org/obo/OMIM_615025,,4
50,MONDO:0008198,"['PARIETAL FORAMINA WITH CLEIDOCRANIAL DYSOSTOSIS', 'PARIETAL FORAMINA WITH CLEIDOCRANIAL DYSPLASIA', 'PARIETAL FORAMINA WITH CLEIDOCRANIAL DYSPLASIA; PFMCCD', 'CLEIDOCRANIAL DYSPLASIA WITH PARIETAL FORAMINA', 'PFMCCD', 'PARIETAL FORAMINA WITH CLAVICULAR HYPOPLASIA']",8
51,http://purl.obolibrary.org/obo/OMIM_615035,,21
52,MONDO:0014964,"['ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM', 'PEBAT', 'ENCEPHALOPATHY, PROGRESSIVE, EARLY-ONSET, WITH BRAIN ATROPHY AND THIN CORPUS CALLOSUM; PEBAT']",34
53,MONDO:0008197,"['PARIETAL FORAMINA CAUSED BY MUTATION IN MSX2', 'MSX2 PARIETAL FORAMINA', 'PARIETAL FORAMINA 1', 'PARIETAL FORAMINA, SYMMETRIC', 'PARIETAL FORAMINA; PFM', 'CATLIN MARKS', 'PARIETAL FORAMINA 1; PFM1', 'FORAMINA PARIETALIA PERMAGNA', 'PARIETAL FORAMINA', 'CRANIUM BIFIDUM, HEREDITARY', 'CRANIUM BIFIDUM OCCULTUM']",10
54,MONDO:0014961,"['SPERMATOGENIC FAILURE 16', 'SPERMATOGENIC FAILURE TYPE 16', 'SPERMATOGENIC FAILURE 16; SPGF16', 'AZOOSPERMIA CAUSED BY MUTATION IN SUN5', 'SUN5 AZOOSPERMIA', 'SPGF16', 'ACEPHALIC SPERMATOZOA SYNDROME']",4
55,MONDO:0014965,"['LETHAL CONGENITAL CONTRACTURE SYNDROME 11; LCCS11', 'LETHAL CONGENITAL CONTRACTURE SYNDROME CAUSED BY MUTATION IN GLDN', 'GLDN LETHAL CONGENITAL CONTRACTURE SYNDROME', 'LETHAL CONGENITAL CONTRACTURE SYNDROME TYPE 11', 'LETHAL CONGENITAL CONTRACTURE SYNDROME 11', 'LCCS11', 'LETHAL CONGENITAL CONTRACTURE ARTHROGRYPOSIS-11']",4
56,MONDO:0014966,"['PERIVENTRICULAR NODULAR HETEROTOPIA 7', 'PVNH7', 'PERIVENTRICULAR NODULAR HETEROTOPIA TYPE 7', 'PERIVENTRICULAR NODULAR HETEROTOPIA CAUSED BY MUTATION IN NEDD4L', 'PERIVENTRICULAR NODULAR HETEROTOPIA 7; PVNH7', 'NEDD4L PERIVENTRICULAR NODULAR HETEROTOPIA']",19
57,MONDO:0014985,"['MAD2L2 FANCONI ANEMIA', 'FANCONI ANEMIA, COMPLEMENTATION GROUP V', 'FANCONI ANEMIA CAUSED BY MUTATION IN MAD2L2', 'FANCONI ANEMIA, COMPLEMENTATION GROUP TYPE V', 'FANCV', 'FANCONI ANEMIA COMPLEMENTATION GROUP TYPE V', 'FANCONI ANEMIA, COMPLEMENTATION GROUP V; FANCV', 'FANCONI ANEMIA, COMPLEMENTATION GROUP 5', 'FANCONI ANEMIA COMPLEMENTATION GROUP V']",8
58,http://purl.obolibrary.org/obo/OMIM_616482,,28
59,MONDO:0014989,"['UNCOMBABLE HAIR SYNDROME TYPE 2', 'TGM3 UNCOMBABLE HAIR SYNDROME', 'UNCOMBABLE HAIR SYNDROME 2; UHS2', 'UHS2', 'UNCOMBABLE HAIR SYNDROME CAUSED BY MUTATION IN TGM3', 'UNCOMBABLE HAIR SYNDROME 2']",5
60,MONDO:0014993,"['MYOFIBRILLAR MYOPATHY (DISEASE) CAUSED BY MUTATION IN PYROXD1', 'PYROXD1 MYOFIBRILLAR MYOPATHY (DISEASE)', 'MYOPATHY, MYOFIBRILLAR, 8', 'MYOPATHY, MYOFIBRILLAR, TYPE 8', 'MYOPATHY, MYOFIBRILLAR, 8; MFM8', 'MYOFIBRILLAR MYOPATHY 8']",29
61,MONDO:0014976,"['COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY TYPE 31', 'MIPEP COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY', 'COXPD31', 'COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31', 'COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY CAUSED BY MUTATION IN MIPEP', 'COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 31; COXPD31', 'LETHAL LEFT VENTRICULAR NON-COMPACTION-SEIZURES-HYPOTONIA-CATARACT-DEVELOPMENTAL DELAY SYNDROME']",15
62,MONDO:0014978,"['PADI6 PREIMPLANTATION EMBRYONIC LETHALITY', 'PREIMPLANTATION EMBRYONIC LETHALITY CAUSED BY MUTATION IN PADI6', 'PREIMPLANTATION EMBRYONIC LETHALITY TYPE 2', 'PREMBL2', 'PREIMPLANTATION EMBRYONIC LETHALITY 2', 'PREIMPLANTATION EMBRYONIC LETHALITY 2; PREMBL2']",1
63,MONDO:0014974,"['SUDDEN CARDIAC FAILURE, ALCOHOL-INDUCED; SCFAI', 'SUDDEN CARDIAC FAILURE, ALCOHOL-INDUCED', 'SCFAI']",2
64,http://purl.obolibrary.org/obo/OMIM_615031,,23
65,http://purl.obolibrary.org/obo/OMIM_615059,,6
66,MONDO:0014983,"['CONGENITAL MYASTHENIC SYNDROME CAUSED BY MUTATION IN SLC18A3', 'CONGENITAL MYASTHENIC SYNDROME 21, PRESYNAPTIC', 'SLC18A3 CONGENITAL MYASTHENIC SYNDROME', 'MYASTHENIC SYNDROME, CONGENITAL, 21, PRESYNAPTIC', 'CMS21', 'CONGENITAL MYASTHENIC SYNDROME TYPE 21', 'MYASTHENIC SYNDROME, CONGENITAL, 21, PRESYNAPTIC; CMS21', 'CONGENITAL MYASTHENIC SYNDROME 21']",13
67,http://purl.obolibrary.org/obo/OMIM_615033,,20
68,http://purl.obolibrary.org/obo/OMIM_616494,,11
69,http://purl.obolibrary.org/obo/OMIM_616483,,12
70,http://purl.obolibrary.org/obo/OMIM_249500,,6
71,http://purl.obolibrary.org/obo/OMIM_616491,,6
72,MONDO:0008199,"['PARKINSON DISEASE, LATE-ONSET', 'PARKINSON DISEASE, LATE-ONSET; PD', 'LATE-ONSET PARKINSON DISEASE']",27
73,http://purl.obolibrary.org/obo/OMIM_129490,,15
74,MONDO:0014984,"['LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME; LICS', 'LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME', 'LUNG DISEASE, IMMUNODEFICIENCY, AND CHROMOSOME BREAKAGE SYNDROME;']",13
75,http://purl.obolibrary.org/obo/OMIM_616481,,7
76,http://purl.obolibrary.org/obo/OMIM_615042,,21
77,MONDO:0014977,"['LGMD2Z', 'LIMB-GIRDLE MUSCULAR DYSTROPHY TYPE 2Z', 'POGLUT1 AUTOSOMAL RECESSIVE LIMB-GIRDLE MUSCULAR DYSTROPHY', 'MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2Z', 'AUTOSOMAL RECESSIVE LIMB-GIRDLE MUSCULAR DYSTROPHY CAUSED BY MUTATION IN POGLUT1', 'AUTOSOMAL RECESSIVE LIMB-GIRDLE MUSCULAR DYSTROPHY TYPE 2Z']",6
78,MONDO:0014971,"['AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA6; AI2A6', 'AMELOGENESIS IMPERFECTA, HYPOMATURATION TYPE, IIA6', 'AI2A6']",2
79,http://purl.obolibrary.org/obo/OMIM_180860,,29
80,MONDO:0014992,"['LISSENCEPHALY TYPE 8', 'LIS8', 'LISSENCEPHALY (DISEASE) CAUSED BY MUTATION IN TMTC3', 'TMTC3 LISSENCEPHALY (DISEASE)', 'LISSENCEPHALY 8; LIS8', 'LISSENCEPHALY 8']",21
81,MONDO:0014982,"['P4HA2 MYOPIA (DISEASE)', 'MYOPIA (DISEASE) CAUSED BY MUTATION IN P4HA2', 'MYOPIA 25, AUTOSOMAL DOMINANT', 'MYP25', 'MYOPIA 25, AUTOSOMAL DOMINANT; MYP25']",2
82,MONDO:0014981,"['IMMUNODEFICIENCY 49', 'IMMUNODEFICIENCY TYPE 49', 'PRIMARY IMMUNODEFICIENCY DISEASE CAUSED BY MUTATION IN BCL11B', 'BCL11B PRIMARY IMMUNODEFICIENCY DISEASE', 'IMMUNODEFICIENCY 49; IMD49', 'IMD49', 'SEVERE COMBINED IMMUNODEFICIENCY, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE, WITH INTELLECTUAL DISABILITY, SPASTICITY, AND CRANIOFACIAL ABNORMALITIES', 'SCID, T CELL-NEGATIVE, B CELL-POSITIVE, NK CELL-POSITIVE, WITH INTELLECTUAL DISABILITY, SPASTICITY, AND CRANIOFACIAL ABNORMALITIES']",19
83,MONDO:0014980,"['CRDHL', 'CONE-ROD DYSTROPHY AND HEARING LOSS', 'CONE-ROD DYSTROPHY AND HEARING LOSS; CRDHL']",6
84,http://purl.obolibrary.org/obo/OMIM_615058,,4
85,http://purl.obolibrary.org/obo/OMIM_615030,,11
86,http://purl.obolibrary.org/obo/OMIM_615048,,17
87,MONDO:0014987,"['FANCONI ANEMIA COMPLEMENTATION GROUP TYPE U', 'FANCONI ANEMIA, COMPLEMENTATION GROUP TYPE U', 'FANCONI ANEMIA CAUSED BY MUTATION IN XRCC2', 'XRCC2 FANCONI ANEMIA', 'FANCONI ANEMIA, COMPLEMENTATION GROUP U', 'FANCU', 'FANCONI ANEMIA, COMPLEMENTATION GROUP U; FANCU', 'FANCONI ANEMIA COMPLEMENTATION GROUP U']",5
88,MONDO:0014991,"['SECKEL SYNDROME TYPE 10', 'SECKEL SYNDROME 10', 'SCKL10', 'NSMCE2 SECKEL SYNDROME', 'SECKEL SYNDROME CAUSED BY MUTATION IN NSMCE2', 'SECKEL SYNDROME 10; SCKL10']",23
89,http://purl.obolibrary.org/obo/OMIM_192605,,5
90,MONDO:0014999,"['TOOTH AGENESIS, SELECTIVE, TYPE 9', 'STHAG9', 'GREM2 TOOTH AGENESIS', 'TOOTH AGENESIS, SELECTIVE, 9; STHAG9', 'TOOTH AGENESIS CAUSED BY MUTATION IN GREM2', 'TOOTH AGENESIS, SELECTIVE, 9']",2
91,http://purl.obolibrary.org/obo/OMIM_615043,,16
92,MONDO:0014990,"['UNCOMBABLE HAIR SYNDROME TYPE 3', 'UNCOMBABLE HAIR SYNDROME 3', 'UNCOMBABLE HAIR SYNDROME 3; UHS3', 'UNCOMBABLE HAIR SYNDROME CAUSED BY MUTATION IN TCHH', 'TCHH UNCOMBABLE HAIR SYNDROME', 'UHS3']",4
93,MONDO:0014928,"['MKS1 JOUBERT SYNDROME', 'JOUBERT SYNDROME TYPE 28', 'JOUBERT SYNDROME 28', 'JBTS28', 'JOUBERT SYNDROME CAUSED BY MUTATION IN MKS1', 'JOUBERT SYNDROME 28; JBTS28']",8
94,MONDO:0014929,"['RP76', 'POMGNT1 RETINITIS PIGMENTOSA', 'RETINITIS PIGMENTOSA TYPE 76', 'RETINITIS PIGMENTOSA CAUSED BY MUTATION IN POMGNT1', 'RETINITIS PIGMENTOSA 76; RP76', 'RETINITIS PIGMENTOSA 76']",6
95,http://purl.obolibrary.org/obo/OMIM_616452,,5
96,http://purl.obolibrary.org/obo/OMIM_616451,,10
97,http://purl.obolibrary.org/obo/OMIM_616457,,18
98,http://purl.obolibrary.org/obo/OMIM_616455,,19
99,http://purl.obolibrary.org/obo/OMIM_616459,,18
100,MONDO:0013529,"['CVPT3', 'TECRL CATECHOLAMINERGIC POLYMORPHIC VENTRICULAR TACHYCARDIA', 'CATECHOLAMINERGIC POLYMORPHIC VENTRICULAR TACHYCARDIA CAUSED BY MUTATION IN TECRL', 'CATECHOLAMINERGIC POLYMORPHIC VENTRICULAR TACHYCARDIA TYPE 3', 'VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 3', 'VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 3; CPVT3', 'CPVT3', 'CATECHOLAMINERGIC POLYMORPHIC VENTRICULAR TACHYCARDIA 3']",5
101,MONDO:0013528,"['TECR AUTOSOMAL RECESSIVE NON-SYNDROMIC INTELLECTUAL DISABILITY', 'AUTOSOMAL RECESSIVE NON-SYNDROMIC INTELLECTUAL DISABILITY CAUSED BY MUTATION IN TECR', 'MENTAL RETARDATION, AUTOSOMAL RECESSIVE TYPE 14', 'MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14; MRT14', 'MRT14', 'MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14', 'INTELLECTUAL DISABILITY, AUTOSOMAL RECESSIVE 14']",4
102,MONDO:0013527,"['NDE1 LISSENCEPHALY (DISEASE)', 'LISSENCEPHALY (DISEASE) CAUSED BY MUTATION IN NDE1', 'LISSENCEPHALY 4', 'LISSENCEPHALY TYPE 4', 'LISSENCEPHALY 4 WITH MICROCEPHALY', 'LISSENCEPHALY 4, WITH MICROCEPHALY', 'LISSENCEPHALY 4; LIS4']",12
103,MONDO:0013526,"['NORTH SEA PROGRESSIVE MYOCLONUS EPILEPSY', 'EPILEPSY, PROGRESSIVE MYOCLONIC, TYPE 6', 'PROGRESSIVE MYOCLONUS EPILEPSY TYPE 6', 'GOSR2 PROGRESSIVE MYOCLONIC EPILEPSY', 'EPM6', 'PME TYPE 6', 'PROGRESSIVE MYOCLONIC EPILEPSY CAUSED BY MUTATION IN GOSR2', 'GOSR2-RELATED PROGRESSIVE MYOCLONUS ATAXIA', 'EPILEPSY, PROGRESSIVE MYOCLONIC, 6', 'EPILEPSY, PROGRESSIVE MYOCLONIC, 6; EPM6', 'PROGRESSIVE MYOCLONIC EPILEPSY TYPE 6']",12
104,MONDO:0013525,"['DNAL1 PRIMARY CILIARY DYSKINESIA', 'CILIARY DYSKINESIA, PRIMARY, TYPE 16', 'CILD16', 'PRIMARY CILIARY DYSKINESIA 16 WITH OR WITHOUT SITUS INVERSUS', 'PRIMARY CILIARY DYSKINESIA TYPE 16', 'PRIMARY CILIARY DYSKINESIA CAUSED BY MUTATION IN DNAL1', 'CILIARY DYSKINESIA, PRIMARY, 16, WITH OR WITHOUT SITUS INVERSUS', 'CILIARY DYSKINESIA, PRIMARY, 16; CILD16', 'CILIARY DYSKINESIA, PRIMARY, 16', 'PRIMARY CILIARY DYSKINESIA 16']",10
105,MONDO:0013523,"['NESTOR-GUILLERMO PROGERIA SYNDROME', 'NGPS', 'PSCOO', 'PROGERIA SYNDROME, CHILDHOOD-ONSET, WITH OSTEOLYSIS', 'NESTOR-GUILLERMO PROGERIA SYNDROME; NGPS']",28
106,MONDO:0013522,"['DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT TYPE 3', 'DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 3', 'DKCA3', 'AUTOSOMAL DOMINANT DYSKERATOSIS CONGENITA 3', 'DYSKERATOSIS CONGENITA, AUTOSOMAL DOMINANT 3; DKCA3']",25
107,http://purl.obolibrary.org/obo/OMIM_603278,,12
