,d.id,n.N_Name,count(s)
35,HP:0000413,"['ABSENT EAR CANAL', 'ABSENT AUDITORY CANALS', 'EXTERNAL ACOUSTIC MEATUS ATRESIA', 'ATRETIC EXTERNAL AUDITORY CANAL', 'ABSENT EXTERNAL AUDITORY CANALS', 'AUDITORY CANAL ATRESIA', 'ATRETIC AUDITORY CANAL', 'EXTERNAL AUDITORY MEATAL ATRESIA', 'EXTERNAL AUDITORY MEATUS ATRESIA', 'EXTERNAL AUDITORY CANAL ATRESIA', 'ATRETIC AUDITORY CANALS', 'ATRETIC EXTERNAL AUDITORY CANALS', 'ATRESIA OF THE EXTERNAL AUDITORY CANALS', 'ATRESIA OF THE EXTERNAL AUDITORY CANAL']",16
36,HP:0000505,"['IMPAIRED VISION', 'LOSS OF EYESIGHT', 'VISUAL IMPAIRMENT', 'POOR VISION']",114
37,HP:0010720,"['ABNORMAL DISTRIBUTION OF HAIR', 'ABNORMAL HAIR PATTERN']",9
38,HP:0000327,"['SMALL MAXILLA', 'MAXILLARY HYPOPLASIA', 'UPPER JAW DEFICIENCY', 'DECREASED SIZE OF UPPER JAW', 'MAXILLARY RETRUSION', 'DECREASED SIZE OF MAXILLA', 'MAXILLARY DEFICIENCY', 'SMALL UPPER JAW', 'UPPER JAW RETRUSION', 'MAXILLARY MICROGNATHIA', 'MAXILLARY RETROGNATHIA', 'MICROMAXILLA', 'SMALL UPPER JAW BONES', 'HYPOPLASIA OF UPPER JAW BONES', 'HYPOPLASTIC MAXILLARY BONES', 'RETROGNATHIA OF UPPER JAW', 'HYPOTROPHIC MAXILLA', 'RETRUSION OF UPPER JAW BONES', 'HYPOTROPHIC UPPER JAW BONES', 'HYPOPLASIA OF THE MAXILLA']",56
39,HP:0000062,"['INTERSEX GENITALIA', 'AMBIGUOUS EXTERNAL GENITALIA', 'AMBIGUOUS EXTERNAL GENITALIA AT BIRTH', 'AMBIGUOUS GENITALIA']",25
40,HP:0011224,"['ABSENT EYELIDS', 'MISSING EYELIDS', 'AGENESIS OF EYELIDS', 'ABLEPHARON OF EYELID', 'APLASIA OF THE EYELIDS', 'ABLEPHARON']",2
41,HP:0000963,['THIN SKIN'],44
42,HP:0000154,"['LARGE MOUTH', 'MACROSTOMIA', 'BROAD MOUTH', 'WIDE MOUTH', 'LARGE ORAL APERTURE']",60
43,HP:0003187,"['UNDERDEVELOPED BREASTS', 'BREAST HYPOPLASIA']",9
44,HP:0007957,"['REDUCTION OF CORNEAL CLARITY', 'CORNEAL CLOUDING', 'SCARRING OR CLOUDING OF THE CORNEA OF THE EYE', 'CORNEAL OPACITIES', 'CORNEAL OPACITY']",43
45,HP:0001582,"['REDUNDANT SKIN FOLDS', 'SAGGING, REDUNDANT SKIN', 'LOOSE REDUNDANT SKIN', 'REDUNDANT SKIN']",27
46,HP:0002223,"['ABSENT EYEBROW', 'ABSENT EYEBROWS', 'FAILURE OF DEVELOPMENT OF EYEBROWS']",15
47,HP:0002213,"['FINE HAIR TEXTURE', 'THIN HAIR SHAFT', 'FINE HAIR SHAFT', 'THIN HAIR TEXTURE', 'THINNED HAIR', 'FINE HAIR', 'THIN HAIR']",35
48,HP:0000750,"['IMPAIRED SPEECH DEVELOPMENT', 'LANGUAGE DELAYED', 'SPEECH DELAY', 'SPEECH AND LANGUAGE DELAY', 'LANGUAGE DEVELOPMENT DEFICIT', 'DELAYED SPEECH', 'LANGUAGE DELAY', 'SPEECH AND LANGUAGE DIFFICULTIES', 'DEFICIENCY OF SPEECH DEVELOPMENT', 'LATE-ONSET SPEECH DEVELOPMENT', 'DELAYED LANGUAGE DEVELOPMENT', 'DELAYED SPEECH ACQUISITION', 'IMPAIRED SPEECH AND LANGUAGE DEVELOPMENT', 'POOR LANGUAGE DEVELOPMENT', 'DELAYED SPEECH DEVELOPMENT', 'DELAYED SPEECH AND LANGUAGE DEVELOPMENT', 'SPEECH DIFFICULTIES', 'POOR SPEECH DEVELOPMENT', 'POOR SPEECH ACQUISITION']",115
49,HP:0000055,"['ABNORMAL FEMALE EXTERNAL GENITALIA', 'ABNORMALITY OF FEMALE EXTERNAL GENITALIA']",8
50,HP:0005280,"['DEPRESSED NASAL ROOT', 'FLAT BRIDGE OF NOSE', 'DEPRESSED NASAL BRIDGE', 'RETRUDED BRIDGE OF NOSE', 'FLAT NASAL BRIDGE', 'LOW NASAL BRIDGE', 'DEPRESSED BRIDGE OF NOSE', 'FLATTENED NASAL BRIDGE', 'LOW NASAL ROOT', 'FLAT, NASAL BRIDGE', 'FLAT NASAL ROOT', 'RETRUDED NASAL BRIDGE', 'CONCAVE NASAL BRIDGE', 'DEPRESSED NASAL ROOT/BRIDGE', 'CONCAVE BRIDGE OF NOSE']",183
51,HP:0000545,"['NEARSIGHTEDNESS', 'CLOSE SIGHTED', 'NEAR SIGHTED', 'NEAR SIGHTEDNESS', 'MYOPIA']",129
52,HP:0000561,"['ABSENT EYELASHES', 'FAILURE OF DEVELOPMENT OF EYELASHES', 'ATRICHIA OF EYELASHES']",19
53,HP:0001263,"['RETARDED DEVELOPMENT', 'LACK OF PSYCHOMOTOR DEVELOPMENT', 'DELAYED PSYCHOMOTOR DEVELOPMENT', 'DEVELOPMENTAL DELAY', 'MOTOR AND DEVELOPMENTAL DELAY', 'PSYCHOMOTOR DEVELOPMENT DEFICIENCY', 'RETARDED MENTAL DEVELOPMENT', 'PSYCHOMOTOR DEVELOPMENT FAILURE', 'RETARDED PSYCHOMOTOR DEVELOPMENT', 'PSYCHOMOTOR DEVELOPMENTAL DELAY', 'DELAYED DEVELOPMENT', 'DELAYED COGNITIVE DEVELOPMENT', 'DELAYED MILESTONES', 'DEVELOPMENTAL DELAY, GLOBAL', 'DEVELOPMENTAL DELAY IN EARLY CHILDHOOD', 'DELAYED DEVELOPMENTAL MILESTONES', 'PSYCHOMOTOR DELAY', 'DEVELOPMENTAL RETARDATION', 'DELAYED INTELLECTUAL DEVELOPMENT', 'COGNITIVE DELAY', 'MENTAL AND MOTOR RETARDATION', 'GLOBAL DEVELOPMENTAL DELAY']",452
54,HP:0001539,"['OMPHALOCOELE', 'OMPHALOCELE']",31
55,HP:0200020,"['DAMAGE TO OUTER LAYER OF THE CORNEA OF THE EYE', 'CORNEAL EROSION']",20
56,HP:0100490,"['PERMANENT FLEXION OF THE FINGER', 'PROXIMAL INTERPHALANGEAL FINGER JOINT CONTRACTURES', 'CAMPTODACTYLY OF HANDS', 'CONTRACTURES OF THE PROXIMAL INTERPHALANGEAL JOINTS OF THE FINGERS', 'CAMPTODACTYLY OF PROXIMAL INTERPHALANGEAL JOINT', 'FLEXION CONTRACTURES OF PROXIMAL INTERPHALANGEAL JOINTS', 'CAMPTODACTYLY OF FINGER']",79
57,HP:0000691,"['SMALL TEETH', 'DECREASED WIDTH OF TOOTH', 'MICRODONTIA']",49
58,HP:0000233,"['DECREASED VOLUME OF LIP', 'DECREASED VOLUME OF LIP VERMILLION', 'THIN VERMILLION', 'THIN LIPS', 'THIN VERMILION BORDERS', 'THIN VERMILION BORDER']",41
59,HP:0000430,"['HYPOPLASTIC ALAE NASI', 'ALA NASI, UNDERDEVELOPED', 'HYPOPLASTIC ALAE NASAE', 'HYPOPLASTIC NASAL WINGS', 'NASAL CARTILAGE HYPOPLASIA', 'DECREASED SIZE OF NASAL ALAE', 'THIN HYPOPLASTIC ALAE NASI', 'HYPOPLASTIC ALAR CARTILAGE', 'HYPOPLASTIC NASAL ALAE', 'ALAR CARTILAGE HYPOPLASIA', 'HYPOPLASTIC NOSTRILS', 'SMALL NASAL ALAE', 'UNDERDEVELOPED TISSUE AROUND NOSTRIL', 'HYPOPLASTIC ALAR NASAE', 'HYPOPLASTIC NARES', 'UNDERDEVELOPED NASAL ALAE']",34
60,HP:0000463,"['ANTEVERTED NOSTRILS', 'UPTURNED NARES', 'NASAL TIP, UPTURNED', 'UPTURNED NASAL TIP', 'UPTURNED NOSTRILS', 'NOSTRILS ANTEVERTED', 'ANTEVERTED NOSE', 'UPTURNED NOSE', 'UPTURNED NASAL TIPS', 'ANTEVERTED NARES']",126
61,HP:0001126,CRYPTOPHTHALMOS,2
62,HP:0001770,"['WEBBED TOES', 'FUSED TOES', 'FOOT SYNDACTYLY', 'SYNDACTYLY OF TOES', 'SYNDACTYLY OF FEET', 'TOE SYNDACTYLY']",47
63,HP:0010669,"['HYPOPLASIA OF CHEEKBONE', 'DECREASED SIZE OF ZYGOMATIC BONE', 'UNDERDEVELOPMENT OF CHEEKBONE', 'DECREASED SIZE OF CHEEKBONE', 'CHEEKBONE UNDERDEVELOPMENT', 'UNDERDEVELOPMENT OF ZYGOMATIC BONE', 'HYPOTROPHIC ZYGOMATIC BONE', 'HYPOTROPHY OF THE CHEEKBONE', 'HYPOTROPHY OF THE ZYGOMATIC BONE', 'HYPOTROPHIC CHEEKBONE', 'HYPOPLASIA OF THE ZYGOMATIC BONE']",16
64,HP:0001252,"['LOW OR WEAK MUSCLE TONE', 'MUSCLE HYPOTONIA', 'MUSCULAR HYPOTONIA']",300
65,HP:0002024,"['INTESTINAL MALABSORPTION', 'MALABSORPTION']",52
66,HP:0007703,"['ABNORMALITY OF RETINAL PIGMENT EPITHELIUM', 'RETINAL PIGMENTARY ANOMALY', 'ABNORMAL RETINAL PIGMENTATION', 'ABNORMALITY OF RPE', 'ABNORMALITY OF THE RETINAL PIGMENT EPITHELIUM', 'ABNORMALITY OF RETINAL PIGMENTATION']",45
67,HP:0001315,"['HYPOACTIVE TO ABSENT DEEP TENDON REFLEXES', 'ABSENT OR DECREASED DEEP TENDON REFLEXES', 'DECREASED/ABSENT DEEP TENDON REFLEXES', 'DIMINISHED OR ABSENT DEEP TENDON REFLEXES', 'REDUCED/ABSENT DEEP TENDON REFLEXES', 'IMPAIRED TENDON REFLEXES', 'DEPRESSED TENDON REFLEXES', 'DECREASED TO ABSENT DEEP TENDON REFLEXES', 'DIMINISHED OR ABSENT TENDON REFLEXES', 'DECREASED TENDON REFLEXES', 'DIMINISHED DEEP TENDON REFLEXES', 'WEAK OR ABSENT DEEP TENDON REFLEXES', 'DECREASED DEEP TENDON REFLEXES', 'REDUCED TENDON REFLEXES']",26
68,HP:0001251,"['CEREBELLAR ATAXIA', 'ATAXIA']",243
69,HP:0008181,ABETALIPOPROTEINEMIA,1
70,HP:0000488,"['NONINFLAMMATORY RETINA DISEASE', 'RETINOPATHY']",35
71,HP:0001927,"['ACANTHOCYTES', 'RED CELL ACANTHOCYTOSIS', 'ACANTHOCYTOSIS']",9
72,HP:0000546,"['RETINA DEGENERATION', 'RETINAL DEGENERATION']",36
73,HP:0002630,FAT MALABSORPTION,4
74,HP:0011096,"['DEMYELINATION', 'PERIPHERAL DEMYELINATION']",16
75,HP:0007305,"['DEMYELINATION IN CENTRAL WHITE MATTER', 'CNS DEMYELINATION']",14
76,HP:0010579,"['CONE-SHAPED END PART OF BONE', 'CONE-SHAPED EPIPHYSES', 'CONE-SHAPED EPIPHYSIS']",18
77,HP:0003026,"['SHORTENED LONG TUBULAR BONES', 'SHORT LONG BONE', 'SHORT TUBULAR BONES', 'LONG BONE SHORTENING']",28
78,HP:0002002,"['PRONOUNCED PHILTRUM', 'INCREASED DEPTH OF PHILTRUM', 'PROMINENT PHILTRUM', 'PHILTRUM, DEEP', 'DEPRESSED PHILTRUM', 'DEEP PHILTRUM']",18
79,HP:0001773,"['SHORT FOOT', 'SMALL FEET', 'HYPOPLASTIC FEET', 'SHORT FEET']",63
80,HP:0001072,"['THICK SKIN', 'THICKENED SKIN', 'PACHYDERMIA', 'DIFFUSELY THICKENED SKIN', 'SKIN THICKENING']",21
81,HP:0009803,"['RUDIMENTARY PHALANGES', 'PHALANGEAL HYPOPLASIA', 'HYPOPLASTIC/SMALL PHALANGES OF THE HAND', 'HYPOPLASTIC PHALANGES', 'SHORTENED PHALANGES', 'SHORT PHALANGES', 'SHORT FINGER BONES', 'HYPOPLASTIC PHALANGES OF HANDS', 'SHORT PHALANX OF FINGER']",34
82,HP:0005900,"['FIFTH METACARPAL NOTCHED ON ULNAR SIDE', 'FIFTH METACARPAL WITH ULNAR NOTCH']",1
83,HP:0000527,"['LONG EYELASHES', 'UNUSUALLY LONG EYELASHES', 'INCREASED LENGTH OF EYELASHES', 'CILIARY TRICHOMEGALY', 'EYELASH TRICHOMEGALY']",22
84,HP:0001156,"['BRACHYDACTYLY SYNDROME', 'SHORT FINGERS OR TOES', 'BRACHYDACTYLY']",159
85,HP:0000414,"['BULBOUS NOSE', 'BULBOUS NASAL TIP', 'POTATO NOSE']",35
86,HP:0000179,"['INCREASED VOLUME OF LOWER LIP VERMILION', 'THICK VERMILION BORDER OF LOWER LIP', 'PROMINENT LOWER LIP', 'PLUMP LOWER LIP', 'FULL LOWER LIP VERMILION', 'INCREASED HEIGHT OF LOWER LIP VERMILION', 'INCREASED VOLUME OF LOWER LIP', 'THICK LOWER LIP', 'FULL LOWER LIP', 'THICK LOWER LIP VERMILION']",45
87,HP:0200055,"['DISPROPORTIONATELY SMALL HANDS', 'SMALL HAND', 'SMALL HANDS']",38
88,HP:0001609,"['HOARSE VOICE', 'HOARSENESS', 'HUSKY VOICE']",30
89,HP:0000311,"['ROUND FACIES', 'ROUND FACIAL APPEARANCE', 'CIRCULAR FACE', 'ROUND FACIAL SHAPE', 'ROUND FACE']",45
90,HP:0003196,"['SHORTENED NOSE', 'HYPOPLASTIC NOSE', 'SHORT NOSE', 'DECREASED LENGTH OF NOSE', 'NASAL HYPOPLASIA', 'SMALL NOSE']",112
91,HP:0001387,"['STIFF JOINT', 'JOINT STIFFNESS', 'STIFF JOINTS']",89
92,HP:0000534,"['ABNORMALITY OF THE EYEBROW', 'ABNORMAL EYEBROW MORPHOLOGY']",11
93,HP:0000343,"['INCREASED LENGTH OF PHILTRUM', 'ELONGATED PHILTRUM', 'INCREASED VERTICAL DIMENSION OF PHILTRUM', 'VERTICAL HYPERPLASIA OF PHILTRUM', 'INCREASED HEIGHT OF PHILTRUM', 'LONG PHILTRUM']",118
94,HP:0003510,"['SEVERE SHORT STATURE', 'DWARFISM', 'SHORT STATURE, EXTREME', 'SHORT STATURE, SEVERE', 'PROPORTIONATE DWARFISM']",54
95,HP:0003300,"['OVAL VERTEBRAL BODIES', 'OVOID VERTEBRAE', 'OVOID-SHAPED VERTEBRAL BODIES', 'BULLET VERTEBRAL BODY', 'OVOID VERTEBRAL BODIES']",19
96,HP:0004279,"['SHORT PALM', 'SHORT PALMS', 'SHORT HANDS', 'HYPOPLASTIC HANDS']",56
97,HP:0002750,"['SKELETAL MATURATION RETARDATION', 'DELAYED BONE MATURATION', 'RETARDED BONE AGE', 'DELAYED BONE AGE', 'DELAYED BONE AGE BEFORE PUBERTY', 'DELAYED SKELETAL DEVELOPMENT', 'RETARDED OSSIFICATION', 'DELAYED SKELETAL MATURATION']",109
98,HP:0002823,"['ABNORMALITY OF THE THIGHBONE', 'ABNORMALITY OF THE FEMORA', 'ABNORMALITY OF FEMUR MORPHOLOGY']",9
99,HP:0000160,"['SMALL MOUTH', 'MICROSTOMIA', 'SMALL ORAL APERTURE', 'NARROW MOUTH']",70
100,HP:0000762,"['SLOWED NERVE CONDUCTION VELOCITIES', 'DELAYED NERVE CONDUCTION VELOCITY', 'SLOW NERVE CONDUCTION VELOCITY', 'DECREASED NCV', 'DECREASED NERVE CONDUCTION VELOCITIES', 'REDUCED NERVE CONDUCTION VELOCITIES', 'DECREASED NERVE CONDUCTION VELOCITY']",25
101,HP:0005930,"['ABNORMALITY OF THE EPIPHYSES', 'EPIPHYSEAL ABNORMALITY', 'ABNORMAL SHAPE OF END PART OF BONE', 'ANOMALY OF THE EPIPHYSES', 'ABNORMALITY OF EPIPHYSIS MORPHOLOGY']",45
102,HP:0002069,"['SEIZURES, TONIC-CLONIC', 'GENERALIZED CLONIC-TONIC SEIZURES', 'SEIZURES, GENERALIZED TONIC-CLONIC', 'TONIC-CLONIC CONVULSION', 'GENERALIZED TONIC CLONIC SEIZURES', 'TONIC-CLONIC CONVULSIONS', 'GRAND MAL SEIZURES', 'SEIZURES, GENERALIZED, TONIC-CLONIC', 'GENERALISED TONIC-CLONIC SEIZURES', 'GENERALIZED TONIC-CLONIC SEIZURES']",21
103,HP:0001249,"['INTELLECTUAL DISABILITY', 'NONPROGRESSIVE INTELLECTUAL DISABILITY', 'MENTAL-RETARDATION', 'MENTAL DEFICIENCY', 'NONPROGRESSIVE MENTAL RETARDATION', 'MENTAL RETARDATION, NONSPECIFIC', 'MENTAL RETARDATION', 'DULL INTELLIGENCE', 'LOW INTELLIGENCE', 'POOR SCHOOL PERFORMANCE']",531
104,HP:0200072,"['QUADRIPLEGIA, EPISODIC', 'EPISODIC QUADRIPLEGIA']",1
105,HP:0012194,EPISODIC HEMIPLEGIA,1
106,HP:0000639,"['INVOLUNTARY, RAPID, RHYTHMIC EYE MOVEMENTS', 'NYSTAGMUS']",291
107,HP:0001332,"['DYSTONIC MOVEMENTS', 'DYSTONIC DISEASE', 'DYSTONIA']",106
108,HP:0001266,"['CHOREOATHETOID MOVEMENTS', 'CHOREOATHETOSIS']",41
109,HP:0001268,"['MENTAL DETERIORATION', 'COGNITIVE DECLINE, PROGRESSIVE', 'INTELLECTUAL DETERIORATION', 'COGNITIVE DECLINE', 'PROGRESSIVE COGNITIVE DECLINE']",36
110,HP:0001321,"['CONGENITAL CEREBELLAR HYPOPLASIA', 'SMALL CEREBELLUM', 'HYPOPLASTIC CEREBELLUM', 'HYPOPLASIA OF CEREBELLUM', 'UNDERDEVELOPED CEREBELLUM', 'CEREBELLAR HYPOPLASIA']",58
111,HP:0001270,"['MOTOR RETARDATION', 'MOTOR DEVELOPMENTAL DELAY', 'DELAYED MOTOR DEVELOPMENT', 'RETARDED MOTOR DEVELOPMENT', 'DELAYED MOTOR MILESTONES', 'DELAYED EARLY MOTOR MILESTONES', 'LOCOMOTOR DELAY', 'MOTOR DEVELOPMENTAL MILESTONES NOT ACHIEVED', 'DELAY IN MOTOR DEVELOPMENT', 'NO DEVELOPMENT OF MOTOR MILESTONES', 'MOTOR DELAY']",145
112,HP:0007676,"['HYPOPLASTIC IRIS', 'IRIS HYPOPLASIA', 'UNDERDEVELOPED IRIS', 'HYPOPLASIA OF THE IRIS']",11
113,HP:0002174,"['TREMOR, POSTURAL', 'POSTURAL TREMOR']",15
114,HP:0001350,['SLURRED SPEECH'],12
115,HP:0000526,"['ABSENT IRIS', 'ANIRIDIA']",11
116,HP:0004414,"['ABNORMALITY OF LUNG ARTERY', 'ABNORMALITY OF THE PULMONARY ARTERY']",5
117,HP:0002168,"['EXPLOSIVE SPEECH', 'SCANNING SPEECH']",12
118,HP:0100022,"['UNUSUAL MOVEMENT', 'ABNORMALITY OF MOVEMENT', 'MOVEMENT DISORDER']",13
119,HP:0000364,"['HEARING ABNORMALITY', 'ABNORMAL HEARING']",8
120,HP:0000298,"['MASKLIKE FACIES', 'EXPRESSIONLESS FACE', 'AMIMIA', 'MASK-LIKE FACIAL APPEARANCE', 'LACK OF FACIAL EXPRESSION', 'MASK-LIKE FACIES']",20
121,HP:0000752,"['HYPERACTIVE BEHAVIOR', 'MORE ACTIVE THAN TYPICAL', 'HYPERACTIVITY']",57
122,HP:0002445,"['PARALYSIS OF ALL FOUR LIMBS', 'QUADRIPLEGIA', 'TETRAPLEGIA']",12
123,HP:0000589,"['OCULAR COLOBOMA', 'OCULAR COLOBOMAS', 'NOTCHED PUPIL', 'COLOBOMA']",27
124,HP:0003654,"['DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIENCY', 'REDUCED DIHYDROPYRIMIDINE DEHYDROGENASE ACTIVITY']",2
125,HP:0000568,"['MICROPHTHALMOS', 'ABNORMALLY SMALL GLOBE OF EYE', 'ABNORMALLY SMALL EYEBALL', 'NANOPHTHALMOS', 'MICROPHTHALMIA']",79
126,HP:0001276,"['INCREASED MUSCLE TONE', 'HYPERTONICITY', 'MUSCLE HYPERTONIA', 'HYPERTONIA']",70
127,HP:0001250,"['SEIZURE', 'SEIZURES', 'EPILEPSY']",531
128,HP:0000717,['AUTISM'],51
129,HP:0001254,['LETHARGY'],52
130,HP:0003812,"['CLINICAL HETEROGENEITY', 'HIGHLY VARIABLE CLINICAL PHENOTYPE', 'HIGHLY VARIABLE PHENOTYPE', 'HIGHLY VARIABLE PHENOTYPE, EVEN WITHIN FAMILIES', 'HIGHLY VARIABLE PHENOTYPE AND SEVERITY', 'VARIABLE PHENOTYPIC SEVERITY', 'VARIABLE PHENOTYPE', 'PHENOTYPIC VARIABILITY']",130
131,HP:0001508,"['WEIGHT FALTERING', 'POSTNATAL FAILURE TO THRIVE', 'FALTERING WEIGHT', 'POOR WEIGHT GAIN', 'FAILURE TO THRIVE']",275
