,d.id,n.N_Name,count(s)
57,DOID:0050638,"['AMYLOIDOSIS, HEREDITARY, TRANSTHYRETIN-RELATED', 'TTR AMYLOIDOSIS', 'FAMILIAL TRANSTHYRETIN AMYLOIDOSIS', 'FAMILIAL AMYLOID POLYNEUROPATHY', ""CORINO DE ANDRADE'S DISEASE"", 'TRANSTHYRETIN-RELATED HEREDITARY AMYLOIDOSIS', 'TRANSTHYRETIN AMYLOIDOSIS']",32
58,DOID:0111001,"['JBTS6', 'JOUBERT SYNDROME 6']",21
59,DOID:0070070,"['AUTOSOMAL DOMINANT MENTAL RETARDATION 40', 'MRD40', 'AUTOSOMAL DOMINANT NON-SYNDROMIC INTELLECTUAL DISABILITY 40']",27
60,DOID:0060214,"['FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 2', 'FTDALS2']",17
61,DOID:0060213,"['FTDMND', 'ALSFTD', 'FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 1', 'AMYOTROPHIC LATERAL SCLEROSIS AND/OR FRONTOTEMPORAL DEMENTIA', 'FRONTOTEMPORAL DEMENTIA AND/OR MOTOR NEURON DISEASE', 'FTDALS1']",23
62,DOID:3948,"['CARCINOMA OF THE ADRENAL CORTEX', 'ADRENAL CORTICAL CARCINOMA', 'ADRENOCORTICAL CARCINOMA']",2
63,DOID:0060479,"['PANCREATIC INSUFFICIENCY AND BONE MARROW DYSFUNCTION', 'SHWACHMAN SYNDROME', 'SHWACHMAN-BODIAN-DIAMOND SYNDROME', 'SHWACHMAN-DIAMOND SYNDROME']",36
64,DOID:0070072,"['AUTOSOMAL DOMINANT MENTAL RETARDATION 42', 'MRD42', 'AUTOSOMAL DOMINANT NON-SYNDROMIC INTELLECTUAL DISABILITY 42']",15
65,DOID:0060212,"['ALS21', 'AMYOTROPHIC LATERAL SCLEROSIS TYPE 21']",23
66,DOID:2749,"['GLYCOGEN STORAGE DISEASE TYPE I', ""VON GIERKE'S DISEASE"", 'GLYCOGENOSIS TYPE I', 'GLYCOGEN STORAGE DISEASE, TYPE I', 'VON GIERKE DISEASE', 'DEFICIENCY OF GLUCOSE-6-PHOSPHATASE', 'GLYCOGEN STORAGE DISEASE I']",37
67,DOID:0070071,"['AUTOSOMAL DOMINANT MENTAL RETARDATION 41', 'MRD41', 'AUTOSOMAL DOMINANT NON-SYNDROMIC INTELLECTUAL DISABILITY 41']",5
68,DOID:2748,"['DEFICIENCY OF DEXTRIN', 'AMYLO 1,6 GLUCOSIDASE DEFICIENCY', 'DEFICIENCY OF DEBRANCHING ENZYME', 'GLYCOGEN STORAGE DISEASE, TYPE III', 'GLYCOGEN STORAGE DISEASE III']",20
69,DOID:0070074,"['AUTOSOMAL DOMINANT MENTAL RETARDATION 44', 'MRD44', 'AUTOSOMAL DOMINANT NON-SYNDROMIC INTELLECTUAL DISABILITY 44']",30
70,DOID:0070073,"['AUTOSOMAL DOMINANT MENTAL RETARDATION 43', 'MRD43', 'AUTOSOMAL DOMINANT NON-SYNDROMIC INTELLECTUAL DISABILITY 43']",22
71,DOID:2746,"[""MCARDLE'S DISEASE"", 'GLYCOGEN STORAGE DISEASE, TYPE V', 'GLYCOGEN STORAGE DISEASE TYPE V', 'MYOPHOSPHORYLASE DEFICIENCY', 'GLYCOGEN STORAGE DISEASE V']",9
72,DOID:0110083,"['ARVD12', 'ARVC12', 'ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 12', 'FAMILIAL ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA 12', 'ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA 12']",6
73,DOID:0050882,SPINOCEREBELLAR ATAXIA TYPE 5,21
74,DOID:0110080,"['LCA12', 'LEBER CONGENITAL AMAUROSIS 12']",4
75,DOID:0060209,"['ALS18', 'AMYOTROPHIC LATERAL SCLEROSIS 18', 'AMYOTROPHIC LATERAL SCLEROSIS TYPE 18']",8
76,DOID:0110082,"['ARVD11', 'ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 11', 'ARVC11', 'FAMILIAL ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA 11', 'ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA 11']",10
77,DOID:0050880,"['KANSL1-RELATED INTELLECTUAL DISABILITY SYNDROME', '17Q21.31 MICRODELETION SYNDROME', 'KOOLEN-DE VRIES SYNDROME', 'KDVS', 'KOOLEN DE VRIES SYNDROME']",83
78,DOID:0110081,"['ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 10', 'ARVC10', 'ARVD10', 'FAMILIAL ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA 10', 'ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA 10']",7
79,DOID:0060208,"['ALS17', 'CHMP2B-RELATED AMYOTROPHIC LATERAL SCLEROSIS', 'AMYOTROPHIC LATERAL SCLEROSIS 17', 'AMYOTROPHIC LATERAL SCLEROSIS TYPE 17']",15
80,DOID:0050889,NON-SYNDROMIC INTELLECTUAL DISABILITY,31
81,DOID:0110924,"['FHL4', 'HPLH4', 'HLH4', 'FAMILIAL HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS 4']",14
82,DOID:0111024,"['CORD18', 'CONE-ROD DYSTROPHY 18']",6
83,DOID:0110925,"['FHL5', 'HPLH5', 'HLH5', 'FAMILIAL HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS 5']",7
84,DOID:12308,"['CHRONIC IDIOPATHIC JAUNDICE', 'DUBIN JOHNSON SYNDROME', 'DUBIN-JOHNSON SYNDROME']",4
85,DOID:0110922,"['HPLH2', 'HLH2', 'FHL2', 'FAMILIAL HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS 2']",33
86,DOID:0050887,TOWNES-BROCKS SYNDROME,46
87,DOID:0110089,"['SRTD5', 'SHORT-RIB THORACIC DYSPLASIA 5 WITH OR WITHOUT POLYDACTYLY', 'ATD5', 'ASPHYXIATING THORACIC DYSTROPHY 5']",20
88,DOID:0111022,"['RETINAL DYSTROPHY WITH EARLY MACULAR INVOLVEMENT', 'CORD16', 'CONE-ROD DYSTROPHY 16']",14
89,DOID:14705,"['ACROCEPHALOSYNDACTYLIA TYPE V', 'PFEIFFER SYNDROME']",28
90,DOID:0110923,"['FHL3', 'HPLH3', 'HLH3', 'FAMILIAL HEMOPHAGOCYTIC LYMPHOHISTIOCYTOSIS 3']",9
91,DOID:0111021,"['CORD15', 'CONE-ROD DYSTROPHY 15']",7
92,DOID:0110920,"['HEREDITARY SPHEROCYTOSIS 5', 'HS5', 'SPH5', 'HEREDITARY SPHEROCYTOSIS TYPE 5']",3
93,DOID:0110087,"['SRPS2B', 'SALDINO-NOONAN SYNDROME', 'POLYDACTYLY WITH NEONATAL CHONDRODYSTROPHY, TYPE I', 'SHORT-RIB THORACIC DYSPLASIA 3 WITH OR WITHOUT POLYDACTYLY', 'SHORT RIB-POLYDACTYLY SYNDROME, TYPE IIB', 'SRPS1', 'ATD3', 'SHORT RIB-POLYDACTYLY SYNDROME, TYPE I', 'POLYDACTYLY WITH NEONATAL CHONDRODYSTROPHY, TYPE III', 'VERMA-NAUMOFF SYNDROME', 'SRPS3', 'SRTD3', 'ASPHYXIATING THORACIC DYSTROPHY 3']",33
94,DOID:0050885,"['INTRAUTERINE GROWTH RESTRICTION, METAPHYSEAL DYSPLASIA, ADRENAL HYPOPLASIA CONGENITA, GENITAL ABNORMALITIES', 'IMAGE SYNDROME']",19
95,DOID:0111020,"['CORD9', 'CONE-ROD DYSTROPHY 9']",3
96,DOID:0110088,"['ATD4', 'SHORT-RIB THORACIC DYSPLASIA 4 WITH OR WITHOUT POLYDACTYLY', 'SRTD4', 'ASPHYXIATING THORACIC DYSTROPHY 4']",8
97,DOID:0050886,"['HEREDITARY SPASTIC PARAPLEGIA 20', 'AUTOSOMAL RECESSIVE SPASTIC PARAPLEGIA 20', 'SPASTIC PARAPLEGIA 20', 'SPASTIC PARAPLEGIA TYPE 20', 'CHILDHOOD-ONSET SPASTIC PARAPARESIS WITH DISTAL MUSCLE WASTING', 'AUTOSOMAL RECESSIVE SPASTIC PARAPLEGIA TYPE 20', 'AUTOSOMAL RECESSIVE SPASTIC PARAPLEGIA TROYER TYPE', 'SPG20', 'TROYER SYNDROME']",34
98,DOID:758,"['SITUS INVERSUS VISCERUM', 'COMPLETE TRANSPOSITION', 'LATERALITY SEQUENCE', 'SITUS INVERSUS']",9
99,DOID:0050883,INFANTILE CEREBELLAR-RETINAL DEGENERATION,21
100,DOID:14701,"['KETOTIC GLYCINEMIA', 'KETOTIC II GLYCINEMIA', 'KETOTIC HYPERGLYCINEMIA', 'PROPIONYL-COA CARBOXYLASE DEFICIENCY', 'GLYCINEMIA, KETOTIC', 'PROPIONIC ACIDURIA', 'PROPIONIC ACIDEMIA']",37
101,DOID:0110086,"['ATD2', 'SRTD2', 'SHORT-RIB THORACIC DYSPLASIA 2 WITH OR WITHOUT POLYDACTYLY', 'ASPHYXIATING THORACIC DYSTROPHY 2']",9
102,DOID:0050884,"['TRIOSE PHOSPHATE-ISOMERASE DEFICIENCY', 'TRIOSEPHOSPHATE ISOMERASE DEFICIENCY']",23
103,DOID:12305,"['INCONTINENTIA PIGMENTI SYNDROME', 'INCONTINENTIA PIGMENTI', 'BLOCH-SULZBERGER SYNDROME']",40
104,DOID:0080504,"[""AUTOSOMAL DOMINANT PARKINSON'S DISEASE 22"", ""PARKINSON'S DISEASE 22""]",4
105,DOID:0111019,"['CORD12', 'CONE-ROD DYSTROPHY 12']",3
106,DOID:11105,"['RETINITIS PUNCTATA ALBESCENS', 'PIGMENTARY RETINAL DYSTROPHY', 'FUNDUS ALBIPUNCTATUS']",3
107,DOID:4051,"['ALVEOLAR CHILDHOOD RHABDOMYOSARCOMA', 'ALVEOLAR RHABDOMYOSARCOMA']",2
108,DOID:0050629,"['CREE ENCEPHALITIS', 'AICARDI-GOUTIERES SYNDROME']",77
109,DOID:0080502,GM1 GANGLIOSIDOSIS TYPE 1,30
110,DOID:0111018,"['CORD11', 'CONE-ROD DYSTROPHY 11']",8
111,DOID:2754,"[""HERS' DISEASE"", 'HEPATIC GLYCOGEN PHOSPHORYLASE DEFICIENCY', 'GLYCOGEN STORAGE DISEASE TYPE VI', 'HEPATOPHOSPHORYLASE DEFICIENCY GLYCOGENOSIS', 'GLYCOGEN STORAGE DISEASE VI']",6
112,DOID:0110918,"['HS3', 'HEREDITARY SPHEROCYTOSIS 3', 'SPH3', 'HEREDITARY SPHEROCYTOSIS TYPE 3']",3
113,DOID:0080501,"['JUVENILE GM1 GANGLIOSIDOSIS', 'GM1 GANGLIOSIDOSIS TYPE 2']",17
114,DOID:0111017,"['CORD10', 'CONE-ROD DYSTROPHY 10']",10
115,DOID:0110919,"['HEREDITARY SPHEROCYTOSIS 4', 'HS4', 'SPH4', 'HEREDITARY SPHEROCYTOSIS TYPE 4']",8
116,DOID:0060465,FIBROCHONDROGENESIS,57
117,DOID:2752,"['DEFICIENCY OF GLUCOAMYLASE', 'GLYCOGEN STORAGE DISEASE TYPE II', ""POMPE'S DISEASE"", 'GENERALIZED GLYCOGENOSIS', 'ACID MALTASE DEFICIENCY', 'DEFICIENCY OF MALTASE', 'LYSOSOMAL ALPHA-1,4-GLUCOSIDASE DEFICIENCY', 'GLYCOGEN STORAGE DISEASE, TYPE II', 'GLYCOGENOSIS, TYPE 2', 'GLYCOGEN STORAGE DISEASE II']",22
118,DOID:0111016,"['CORD13', 'CONE-ROD DYSTROPHY 13']",7
119,DOID:0110916,"['HEREDITARY SPHEROCYTOSIS 1', 'HS1', 'SPH1', 'HEREDITARY SPHEROCYTOSIS TYPE 1']",8
120,DOID:0060464,"['OCULO-DIGITO-ESOPHAGEAL-DUODENAL SYNDROME', 'ODED SYNDROME', 'DIGITAL ANOMALIES WITH SHORT PALPEBRAL FISSURES AND ATRESIA OF ESOPHAGUS OR DUODENUM', 'MODED SYNDROME', 'MICROCEPHALY-DIGITAL ANOMALIES-NORMAL INTELLIGENCE SYNDROME', 'MICROCEPHALY-OCULO-DIGITO-ESOPHAGEAL-DUODENAL SYNDROME', 'FGLDS', 'FEINGOLD SYNDROME']",43
121,DOID:11367,"['APHAKIA, CONGENITAL PRIMARY', 'CONGENITAL ABSENCE OF LENS', 'CONGENITAL APHAKIA']",13
122,DOID:0111015,"['NFRCD', 'NEWFOUNDLAND CONE-ROD DYSTROPHY']",5
123,DOID:0110917,"['HS2', 'HEREDITARY SPHEROCYTOSIS 2', 'SPH2', 'HEREDITARY SPHEROCYTOSIS TYPE 2']",7
124,DOID:2750,"['BRANCHING-TRANSFERASE DEFICIENCY GLYCOGENOSIS', 'DEFICIENCY OF 1,4-ALPHA-GLUCAN BRANCHING ENZYME', 'BRANCHER DEFICIENCY GLYCOGENOSIS', 'AMYLOPECTINOSIS', 'GLYCOGEN STORAGE DISEASE, TYPE IV', 'GLYCOGEN STORAGE DISEASE IV']",20
125,DOID:0110914,"['HOPS', 'PHOSPHOETHANOLAMINURIA', 'INFANTILE HYPOPHOSPHATASIA']",41
126,DOID:0060462,"['DESBUQUOIS SYNDROME', 'MICROMELIC DWARFISM WITH VERTEBRAL AND METAPHYSEAL ABNORMALITIES AND ADVANCED CARPOTARSAL OSSIFICATION', 'DESBUQUOIS DYSPLASIA']",70
127,DOID:0111013,"['CORD3', 'CONE-ROD DYSTROPHY 3']",4
128,DOID:0110915,CHILDHOOD HYPOPHOSPHATASIA,18
129,DOID:0060203,"['AMYOTROPHIC LATERAL SCLEROSIS 12', 'ALS12', 'AMYOTROPHIC LATERAL SCLEROSIS TYPE 12']",5
130,DOID:0060202,"['AMYOTROPHIC LATERAL SCLEROSIS 11', 'ALS11', 'AMYOTROPHIC LATERAL SCLEROSIS TYPE 11']",5
131,DOID:0060468,"['HEART-HAND SYNDROME', 'ATRIO-DIGITAL SYNDROME', 'ATRIODIGITAL DYSPLASIA', 'HOLT-ORAM SYNDROME']",25
132,DOID:0060201,"['AMYOTROPHIC LATERAL SCLEROSIS 10, WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA', 'ALS10', 'AMYOTROPHIC LATERAL SCLEROSIS 10', 'TARDBP-RELATED FRONTOTEMPORAL LOBAR DEGENERATION WITH TDP43 INCLUSIONS', 'AMYOTROPHIC LATERAL SCLEROSIS TYPE 10']",15
133,DOID:0060200,"['AMYOTROPHIC LATERAL SCLEROSIS 9', 'ALS9', 'AMYOTROPHIC LATERAL SCLEROSIS TYPE 9']",5
134,DOID:0060466,"['HEREDITARY GINGIVAL HYPERPLASIA', 'HEREDITARY GINGIVAL FIBROMATOSIS', 'GINGIVAL FIBROMATOSIS']",2
135,DOID:0060207,"['AMYOTROPHIC LATERAL SCLEROSIS 16', 'ALS16', 'AMYOTROPHIC LATERAL SCLEROSIS 16, JUVENILE', 'AMYOTROPHIC LATERAL SCLEROSIS TYPE 16']",8
136,DOID:0060206,"['ALS15', 'AMYOTROPHIC LATERAL SCLEROSIS 15', 'AMYOTROPHIC LATERAL SCLEROSIS 15, WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA', 'AMYOTROPHIC LATERAL SCLEROSIS TYPE 15']",12
137,DOID:0060205,"['ALS14', 'AMYOTROPHIC LATERAL SCLEROSIS 14', 'AMYOTROPHIC LATERAL SCLEROSIS, WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA', 'AMYOTROPHIC LATERAL SCLEROSIS TYPE 14']",6
138,DOID:980,"['CHOROIDAL DEGENERATIONS', 'CHOROIDAL SCLEROSIS']",2
139,DOID:0050877,"['PARTIAL PANCREATIC AGENESIS', 'PANCREATIC AGENESIS']",7
