,d.id,n.N_Name,count(s)
10,PW:0002323,"['SMP:00138', '3-HYDROXY-3-METHYLGLUTARYL-COA LYASE DEFICIENCY PATHWAY']",24
11,PW:0002563,"['HYPERORNITHINEMIA-HYPERAMMONEMIA-HOMOCITRULLINEMIA SYNDROME PATHWAY', 'HHH SYNDROME PATHWAY', 'SMP:00506', 'ORNITHINE TRANSLOCASE DEFICIENCY PATHWAY']",29
12,PW:0002289,"['MALONIC ACIDURIA DISEASE PATHWAY', 'MALONYL-COA DECARBOXYLASE DEFICIENCY PATHWAY', 'SMP:00502', 'SMP:00198', 'MALONIC ACIDURIA PATHWAY']",17
13,PW:0002098,"['FUMARIC ACIDURIA DISEASE PATHWAY', 'FUMARASE DEFICIENCY PATHWAY', 'SMP:00547', 'FUMARIC ACIDURIA PATHWAY']",34
14,PW:0002591,"['CPXD PATHWAY', 'X-LINKED DOMINANT CHONDRODYSPLASIA PUNCTATA 2 DISEASE PATHWAY', 'HAPPLE SYNDROME PATHWAY', 'CDPXD PATHWAY', 'CONRADI-HUNERMANN SYNDROME PATHWAY', 'CONRADI-HUNERMANN-HAPPLE SYNDROME PATHWAY', 'SMP:00388', 'X-LINKED DOMINANT CHONDRODYSPLASIA PUNCTATA 2 PATHWAY']",44
15,PW:0001610,"['TYROSINEMIA TYPE III DISEASE PATHWAY', 'SMP:00434', 'SMP:00370', 'TYROSINEMIA TYPE III PATHWAY']",7
16,PW:0002506,"['SMP:00517', 'CARNITINE-ACYLCARNITINE TRANSLOCASE DEFICIENCY']",22
17,PW:0001612,"['DOPAMINE-RESPONSIVE DYSTONIA PATHWAY', 'SMP:00490', 'TYROSINE HYDROXYLASE DEFICIENCY PATHWAY', 'SEGAWA SYNDROME PATHWAY']",17
18,PW:0001879,"['HYPOXANTHINE GUANINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY PATHWAY', 'X-LINKED HYPERURICEMIA PATHWAY', 'HG-PRT DEFICIENCY PATHWAY', 'COMPLETE HYPOXANTHINE-GUANINE PHOSPHORIBOSYLTRANSFERASE DEFICIENCY PATHWAY', 'DEFICIENCY OF IMP PYROPHOSPHORYLASE PATHWAY', 'SMP:00364', 'LESCH-NYHAN SYNDROME PATHWAY']",21
19,PW:0001880,"['IMINOGLYCINURIA DISEASE PATHWAY', 'SMP:00193', 'IMINOGLYCINURIA PATHWAY']",6
20,PW:0002206,"['ETHYLMALONIC ENCEPHALOPATHY DISEASE PATHWAY', 'SMP:00181', 'ETHYLMALONIC ENCEPHALOPATHY PATHWAY']",19
21,PW:0002209,"['SMP:00242', 'SMP:00484', 'DIMETHYLGLYCINE DEHYDROGENASE DEFICIENCY PATHWAY']",3
22,PW:0002467,"['SMP:00580', 'GLUT1 DEFICIENCY SYNDROME PATHWAY']",27
23,PW:0002466,"['SMP:00717', 'APPARENT MINERALOCORTICOID EXCESS SYNDROME PATHWAY']",12
24,PW:0002204,"['2-AMINOADIPIC 2-OXOADIPIC ACIDURIA DISEASE PATHWAY', 'SMP:00719', '2-AMINOADIPIC 2-OXOADIPIC ACIDURIA PATHWAY']",9
25,PW:0002274,"['MGA1 PATHWAY', '3-METHYLGLUTACONYL-COA HYDRATASE DEFICIENCY PATHWAY', 'MGA TYPE I PATHWAY', 'TYPE I 3-METHYLGLUTACONIC ACIDURIA DISEASE PATHWAY', 'TYPE I 3-METHYLGLUTACONIC ACIDURIA PATHWAY', '3MG-COA HYDRATASE DEFICIENCY PATHWAY', 'SMP:00139', '3-METHYLGLUTACONIC ACIDURIA TYPE 1 PATHWAY']",22
26,PW:0002277,"['ALKAPTONURIA DISEASE PATHWAY', 'SMP:00169', 'ALKAPTONURIA PATHWAY']",18
27,PW:0001608,"['TYROSINEMIA TYPE I DISEASE PATHWAY', 'HEPATORENAL TYROSINEMIA PATHWAY', 'SMP:00218', 'TYROSINEMIA TYPE I PATHWAY']",29
28,PW:0002143,"['CITRULLINEMIA DISEASE PATHWAY', 'SMP:00001', 'CITRULLINEMIA TYPE I DISEASE PATHWAY', 'CITRULLINEMIA PATHWAY']",23
29,PW:0002276,"['SMP:00167', 'ADENYLOSUCCINATE LYASE DEFICIENCY PATHWAY']",39
30,PW:0001609,"['OCULOCUTANEOUS TYROSINEMIA PATHWAY', 'TYROSINEMIA TYPE II DISEASE PATHWAY', 'RICHNER-HANHART SYNDROME PATHWAY', 'SMP:00369', 'TYROSINEMIA TYPE II PATHWAY']",7
31,PW:0002145,"['ARGININOSUCCINIC ACIDURIA DISEASE PATHWAY', 'SMP:00003', 'ARGININOSUCCINIC ACIDURIA PATHWAY']",26
32,PW:0002205,"['2-HYDROXYGLUTARICACIDURIA DISEASE PATHWAY', '2-HYDROXYGLUTARICACIDURIA PATHWAY', 'SMP:00136', '2-HYDROXYGLUTARIC ACIDURIA PATHWAY']",59
33,PW:0001992,"['GLYCOGEN STORAGE DISEASE PATHWAY, TYPE IA', 'GLUCOSE-6-PHOSPHATASE DEFICIENCY PATHWAY', 'SMP:00374', 'SMP:00581', 'HEPATORENAL GLYCOGEN STORAGE DISEASE PATHWAY', 'VON GIERKE DISEASE PATHWAY', 'GLYCOGEN STORAGE DISEASE  TYPE IA PATHWAY']",26
34,PW:0002092,"['CLASSIC GALACTOSEMIA PATHWAY', 'GALACTOSE-1-PHOSPHATE URIDYLYL TRANSFERASE DEFICIENCY PATHWAY', 'GALT DEFICIENCY PATHWAY', 'SMP:00182', 'GALACTOSEMIA PATHWAY']",22
35,PW:0001993,"['GLYCOGEN STORAGE DISEASE PATHWAY, TYPE IB', 'GLUCOSE-6-PHOSPHATE TRANSPORT DEFECT PATHWAY', 'SMP:00573', 'GLYCOGEN STORAGE DISEASE TYPE IB PATHWAY']",26
36,PW:0001995,"['BRANCHER DEFICIENCY GLYCOGENOSIS PATHWAY', 'AMYLOPECTINOSIS PATHWAY', 'DEFICIENCY OF 1,4-ALPHA-GLUCAN BRANCHING ENZYME PATHWAY', 'BRANCHING-TRANSFERASE DEFICIENCY GLYCOGENOSIS PATHWAY', 'GLYCOGEN STORAGE DISEASE PATHWAY, TYPE IV.', 'SMP:00554', 'ANDERSEN DISEASE PATHWAY', 'GLYCOGEN STORAGE DISEASE TYPE IV PATHWAY']",20
37,PW:0002093,"['GALACTOSE EPIMERASE DEFICIENCY PATHWAY', 'GALACTOSEMIA III PATHWAY', 'UDP-GALACTOSE-4-EPIMERASE DEFICIENCY PATHWAY', 'SMP:00496', 'GALE DEFICIENCY PATHWAY']",16
38,PW:0001996,"['HEPATIC GLYCOGEN PHOSPHORYLASE DEFICIENCY PATHWAY', 'HEPATOPHOSPHORYLASE DEFICIENCY GLYCOGENOSIS PATHWAY', 'GLYCOGEN STORAGE DISEASE PATHWAY, TYPE VI', 'HERS DISEASE PATHWAY', 'SMP:00555', 'GLYCOGEN STORAGE DISEASE TYPE VI PATHWAY']",6
39,PW:0002094,"['GALK DEFICIENCY PATHWAY', 'SMP:00495', 'GALACTOKINASE DEFICIENCY PATHWAY']",6
40,PW:0002574,"['CARNITINE PALMITOYL TRANSFERASE DEFICIENCY TYPE I PATHWAY', 'SMP:00538', 'CARNITINE PALMITOYLTRANSFERASE I DEFICIENCY PATHWAY']",20
41,PW:0002576,"['SMP:00237', '3-METHYLCROTONYL COA CARBOXYLASE TYPE I DEFICIENCY PATHWAY', '3-METHYLCROTONYL COA CARBOXYLASE 1 DEFICIENCY PATHWAY']",20
42,PW:0002302,"['FAMILIAL HYPERCHOLANEMIA DISEASE PATHWAY', 'SMP:00317', 'FHCA DISEASE PATHWAY', 'FAMILIAL HYPERCHOLANEMIA PATHWAY']",7
43,PW:0002577,"['3-METHYLCROTONYL COA CARBOXYLASE TYPE II DEFICIENCY PATHWAY', '3-METHYLCROTONYL COA CARBOXYLASE 2 DEFICIENCY PATHWAY']",26
44,PW:0002095,"['GAMMA AMINOBUTYRIC ACID TRANSAMINASE DEFICIENCY PATHWAY', 'GABA TRANSAMINASE DEFICIENCY PATHWAY', 'SMP:00351', 'GABA AMINOTRANSFERASE DEFICIENCY PATHWAY']",15
45,PW:0002255,"['BIOTIN-(PROPIONYL-COA-CARBOXYLASE) LIGASE DEFICIENCY PATHWAY', 'MULTIPLE CARBOXYLASE DEFICIENCY (NEONATAL ONSET) PATHWAY', 'SMP:00564', 'HOLOCARBOXYLASE SYNTHETASE DEFICIENCY PATHWAY']",19
46,PW:0002254,"['SMP:00174', 'BIOTINIDASE DEFICIENCY PATHWAY']",28
47,PW:0001841,"['CYSTATHIONINE SYNTHASE DEFICIENCY PATHWAY', 'CBS DEFICIENCY PATHWAY', 'HOMOCYSTINURIA DISEASE PATHWAY', 'SMP:00515', 'CYSTATHIONINE BETA-SYNTHASE DEFICIENCY PATHWAY', 'SMP:00177', 'HOMOCYSTINURIA PATHWAY']",32
48,PW:0002566,"['SMP:00535', 'ADENINE PHOSHORIBOSYLTRANSFERASE DEFICIENCY PATHWAY']",3
49,PW:0002380,"['HAWKINSINURIA DISEASE PATHWAY', 'SMP:00190', 'HAWKINSINURIA PATHWAY']",6
50,PW:0002439,"['CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS DISEASE PATHWAY', 'SMP:00387', 'CHILD SYNDROME PATHWAY', 'CONGENITAL HEMIDYSPLASIA WITH ICHTHYOSIFORM ERYTHRODERMA AND LIMB DEFECTS PATHWAY']",38
51,PW:0002306,"['GLUTARYL-COA DEHYDROGENASE DEFICIENCY PATHWAY', 'GLUTARIC ACIDURIA TYPE I DISEASE PATHWAY', 'GLUTARIC ACIDURIA I PATHWAY', 'GLUTARIC ACIDEMIA I PATHWAY', 'SMP:00185', 'SMP:00186', 'GLUTARIC ACIDURIA TYPE I PATHWAY']",22
52,PW:0001981,"['COPROPORPHYRINOGEN OXIDASE DEFICIENCY PATHWAY', 'HEREDITARY COPROPORPHYRIA PORPHYRIA PATHWAY', 'HEREDITARY COPROPORPHYRIA DISEASE PATHWAY', 'SMP:00342', 'HEREDITARY COPROPORPHYRIA PATHWAY']",23
53,PW:0002562,"['GAMMA-GLUTAMYLTRANSFERASE DEFICIENCY PATHWAY', 'GAMMA-GLUTAMYLTRANSPEPTIDASE DEFICIENCY PATHWAY', 'SMP:00501', 'GLUTATHIONURIA DISEASE PATHWAY']",4
54,PW:0002100,"['FRUCTOSE-1,6-DIPHOSPHATASE DEFICIENCY PATHWAY', 'SMP:00562', 'FRUCTOSE-1,6-BISPHOSPHATASE DEFICIENCY PATHWAY']",17
55,PW:0002365,"['MNGIE SYNDROME PATHWAY', 'SMP:00202', 'MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME PATHWAY']",14
56,PW:0002181,"['SMP:00207', 'PROLIDASE DEFICIENCY PATHWAY']",25
57,PW:0001647,"['ISOLATED SULFITE OXIDASE DEFICIENCY PATHWAY', 'SULFOCYSTEINURIA PATHWAY', 'SMP:00532', 'SULFITE OXIDASE DEFICIENCY PATHWAY']",19
58,PW:0001648,"['SUCRASE-ISOMALTASE DEFICIENCY PATHWAY', 'DISACCHARIDE INTOLERANCE I PATHWAY', 'CONGENITAL SUCROSE-ISOMALTOSE MALABSORPTION PATHWAY', 'SI DEFICIENCY PATHWAY', 'SMP:00557', 'CONGENITAL SUCROSE INTOLERANCE PATHWAY', 'CONGENITAL SUCRASE-ISOMALTASE DEFICIENCY PATHWAY']",5
59,PW:0000624,"['BREAST NEOPLASM', 'BREAST CANCER PATHWAY']",3
60,PW:0002491,"['LTC4 SYNTHASE DEFICIENCY PATHWAY', 'SMP:00353', 'LEUKOTRIENE C4 SYNTHASE DEFICIENCY PATHWAY']",6
61,PW:0001783,"['PRIMARY HYPEROXALURIA TYPE 2 DISEASE PATHWAY', 'SMP:00558', 'PRIMARY HYPEROXALURIA TYPE 2 PATHWAY']",8
62,PW:0001649,"['4-HYDROXYBUTYRIC ACIDURIA PATHWAY', 'GAMMA-HYDROXYBUTYRIC ACIDURIA PATHWAY', 'SSADH PATHWAY', 'SMP:00567', 'SMP:00243', 'SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY PATHWAY']",26
63,PW:0002549,"['KETOACIDOSIS DUE TO SCOT DEFICIENCY PATHWAY', 'SCOT DEFICIENCY PATHWAY', 'SUCCINYL-COA:ACETOACETATE TRANSFERASE DEFICIENCY PATHWAY', 'SMP:00569', 'SUCCINYL-COA:3-KETOACID COA TRANSFERASE DEFICIENCY PATHWAY', 'SUCCINYL-COA:3-OXOACID TRANSFERASE DEFICIENCY PATHWAY']",5
64,PW:0002101,"['FRUCTOSE INTOLERANCE PATHWAY', 'SMP:00725', 'HEREDITARY FRUCTOSE INTOLERANCE SYNDROME PATHWAY']",30
65,PW:0002103,"['SMP:00525', 'FABRY DISEASE PATHWAY']",30
66,PW:0002236,"['HEREDITARY FOLATE MALABSORPTION DISEASE PATHWAY', 'SMP:00724', 'HEREDITARY FOLATE MALABSORPTION PATHWAY']",23
67,PW:0002106,"['DESMOSTEROLOSIS DISEASE PATHWAY', 'SMP:00386', 'DESMOSTEROLOSIS PATHWAY']",38
68,PW:0001782,"['PRIMARY HYPEROXALURIA TYPE 1 DISEASE PATHWAY', 'SMP:00352', 'PRIMARY HYPEROXALURIA TYPE 1 PATHWAY']",25
69,PW:0002561,"['CYSTATHIONE GAMMA-LYASE DEFICIENCY SYNDROME PATHWAY', 'GAMMA-CYSTATHIONASE DEFICIENCY PATHWAY', 'CYSTATHIONASE DEFICIENCY PATHWAY', 'SMP:00514', 'CYSTATHIONINURIA PATHWAY']",2
70,PW:0002617,"['PCK1 DEFICIENCY PATHWAY', 'PEPCK DEFICIENCY PATHWAY', 'PCK DEFICIENCY PATHWAY', 'PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY 1 PATHWAY', 'SMP:00560', 'PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY PATHWAY']",20
71,PW:0002218,"['OCULAR NON-NEPHROPATHIC CYSTINOSIS PATHWAY', 'SMP:00722', 'OCULAR NONNEPHROPATHIC CYSTINOSIS PATHWAY']",3
72,PW:0001808,"['NON-KETOTIC HYPERGLYCINEMIA PATHWAY', 'NONKETOTIC HYPERGLYCINEMIA PATHWAY', 'NONKETOTIC HYPERGLYCINEMIA DISEASE PATHWAY', 'SMP:00223', 'SMP:00485']",20
73,PW:0002211,"['SMP:00178', 'DIHYDROPYRIMIDINASE DEFICIENCY PATHWAY']",20
74,PW:0002210,"['SMP:00179', 'DIHYDROPYRIMIDINE DEHYDROGENASE DEFICIENCY PATHWAY']",23
75,PW:0002343,"['SMP:00340', 'METHYLENETETRAHYDROFOLATE REDUCTASE DEFICIENCY PATHWAY']",12
76,PW:0002212,"['D-GLYCERICACIDEMIA DISEASE PATHWAY', 'D-GLYCERIC ACIDURIA DISEASE PATHWAY', 'SMP:00529', 'D-GLYCERICACIDEMIA PATHWAY']",22
77,PW:0002215,"['CREATINE DEFICIENCY SYNDROME PATHWAY DUE TO GMAT DEFICIENCY', 'GAMT DEFICIENCY PATHWAY', 'SMP:00504', 'SMP:00188', 'GUANIDINOACETATE METHYLTRANSFERASE DEFICIENCY PATHWAY']",11
78,PW:0002214,"['CYSTINURIA DISEASE PATHWAY', 'SMP:00723', 'CYSTINURIA PATHWAY']",11
79,PW:0002217,"['CYSTINOSIS DISEASE PATHWAY', 'CYSTINOSIS PATHWAY']",51
80,PW:0001994,"['DEFICIENCY OF DEBRANCHING ENZYME PATHWAY', 'AMYLO 1,6 GLUCOSIDASE DEFICIENCY PATHWAY', 'DEFICIENCY OF DEXTRIN PATHWAY', 'GLYCOGEN STORAGE DISEASE PATHWAY, TYPE III', 'SMP:00553', 'CORI DISEASE PATHWAY', 'GLYCOGEN STORAGE DISEASE TYPE III PATHWAY']",20
81,PW:0001703,"['ALPHA-AMINOADIPIC SEMIALDEHYDE SYNTHASE DEFICIENCY PATHWAY', 'SACCHAROPINE DEHYDROGENASE DEFICIENCY PATHWAY', 'SACCHAROPINURIA DISEASE PATHWAY', 'HYPERLYSINEMIA TYPE II PATHWAY', 'SMP:00239', 'HYPERLYSINEMIA TYPE II DISEASE PATHWAY', 'SMP:00528', 'SACCHAROPINURIA PATHWAY']",7
82,PW:0001704,"['SMP:00519', 'RIBOSE 5-PHOSPHATE ISOMERASE DEFICIENCY PATHWAY']",23
83,PW:0001706,"['HEMOLYTIC ANEMIA DUE TO RED CELL PYRUVATE KINASE DEFICIENCY PATHWAY', 'PYRUVATE KINASE DEFICIENCY OF ERYTHROCYTE PATHWAY', 'PYRUVATE KINASE DEFICIENCY PATHWAY', 'PK DEFICIENCY PATHWAY', 'SMP:00559', 'PYRUVATE KINASE DEFICIENCY OF RED CELLS PATHWAY']",12
84,PW:0001809,"['SMP:00384', 'MMSDH DEFICIENCY PATHWAY', 'METHYLMALONATE SEMIALDEHYDE DEHYDROGENASE DEFICIENCY PATHWAY']",24
85,PW:0001874,"['ISOVALERIC ACIDURIA PATHWAY', 'ISOVALERIC ACID COA DEHYDROGENASE DEFICIENCY PATHWAY', 'ISOVALERIC ACIDEMIA DISEASE PATHWAY', 'ISOVALERYL-COA DEHYDROGENASE DEFICIENCY PATHWAY', 'SMP:00524', 'ISOVALERIC ACIDURIA DISEASE PATHWAY', 'SMP:00238', 'ISOVALERIC ACIDEMIA PATHWAY']",15
86,PW:0001667,"['SCADH DEFICIENCY PATHWAY', 'ACADS DEFICIENCY PATHWAY', 'SCAD DEFICIENCY PATHWAY', 'SMP:00235', 'SHORT-CHAIN ACYL-COA DEHYDROGENASE DEFICIENCY PATHWAY']",20
87,PW:0002550,"['MALONYL-COA DECARBOXYLASE DEFICIENCY PATHWAY', 'SMP:00502', 'MALONIC ACIDURIA PATHWAY']",17
88,PW:0001812,"['MEVALONATE KINASE DEFICIENCY PATHWAY', 'SMP:00509', 'MEVALONIC ACIDURIA DISEASE PATHWAY', 'HYPERIMMUNOGLOBULINEMIA D DISEASE PATHWAY', 'HYPER-IGD SYNDROME PATHWAY', 'SMP:00510', 'MEVALONIC ACIDURIA PATHWAY']",35
89,PW:0002481,"['SMP:00318', 'SMP:00314', 'CONGENITAL BILE ACID SYNTHESIS DEFECT PATHWAY']",19
90,PW:0001813,MITOCHONDRIAL COMPLEX I DEFICIENCY PATHWAY,46
91,PW:0001814,"['ISOLATED SUCCINATE-UBIQUINONE REDUCTASE DEFICIENCY PATHWAY', 'ISOLATED MITOCHONDRIAL RESPIRATORY CHAIN COMPLEX II DEFICIENCY PATHWAY', 'ISOLATED SUCCINATE-COENZYME Q REDUCTASE DEFICIENCY PATHWAY', 'ISOLATED SUCCINATE-COQ REDUCTASE DEFICIENCY PATHWAY', 'SMP:00548', 'MITOCHONDRIAL COMPLEX II DEFICIENCY PATHWAY']",33
92,PW:0001815,MITOCHONDRIAL COMPLEX III DEFICIENCY PATHWAY,43
93,PW:0001817,"['MOCOD PATHWAY', 'COMBINED DEFICIENCY OF SULFITE OXIDASE, XANTHINE DEHYDROGENASE AND ALDEHYDE OXIDASE PATHWAY', 'SMP:00203', 'MOLYBDENUM COFACTOR DEFICIENCY PATHWAY']",41
94,PW:0001811,"['METHYLMALONIC ACIDURIA, COBALAMIN-RELATED DISEASE PATHWAY', 'METHYLMALONIC ACIDURIA, COBALAMIN-RELATED, DISEASE PATHWAY', 'SMP:00201', 'METHYLMALONIC ACIDURIA, COBALAMIN-RELATED PATHWAY']",2
95,PW:0001871,"['HYPERDIBASIC AMINOACIDURIA PATHWAY', 'LPI PATHWAY', 'LYSINURIC PROTEIN INTOLERANCE DISEASE PATHWAY', 'DIBASIC AMINO ACIDURIA II PATHWAY', 'SMP:00197', 'SMP:00585', 'LYSINURIC PROTEIN INTOLERANCE PATHWAY']",39
96,PW:0001777,"['PNP DEFICIENCY PATHWAY', 'DEFICIENCY OF INOSINE PHOSPHORYLASE PATHWAY', 'SMP:00210', 'PURINE NUCLEOSIDE PHOSPHORYLASE DEFICIENCY PATHWAY']",31
97,PW:0001778,"['PROPIONIC ACIDURIA PATHWAY', 'KETOTIC HYPERGLYCINEMIA PATHWAY', 'PROPIONIC ACIDEMIA DISEASE PATHWAY', 'PROPIONYL-COA CARBOXYLASE DEFICIENCY PATHWAY', 'KETOTIC GLYCINEMIA PATHWAY', 'SMP:00236', 'PROPIONIC ACIDEMIA PATHWAY']",37
98,PW:0002324,"['AROMATIC AMINO ACID DECARBOXYLASE DEFICIENCY PATHWAY', 'DOPA DECARBOXYLASE DEFICIENCY PATHWAY', 'SMP:00170', 'AROMATIC L-AMINO ACID DECARBOXYLASE DEFICIENCY PATHWAY']",26
99,PW:0002359,"['ARGININE:GLYCINE AMIDINOTRANSFERASE DEFICIENCY PATHWAY', 'SMP:00507', 'SMP:00362', 'AGAT DEFICIENCY PATHWAY']",10
100,PW:0001977,"['SMP:00189', 'HARTNUP DISEASE PATHWAY']",12
101,PW:0002166,"['SMP:00372', '17-ALPHA-HYDROXYLASE DEFICIENCY PATHWAY']",9
102,PW:0002299,"['HYPERMETHIONINEMIA DUE TO GNMT DEFICIENCY PATHWAY', 'HYPERMETHIONINEMIA DUE TO GLYCINE N-METHYLTRANSFERASE DEFICIENCY PATHWAY', 'SMP:00222', 'GLYCINE N-METHYLTRANSFERASE DEFICIENCY PATHWAY']",4
103,PW:0002168,"['SMP:00575', '11-BETA-HYDROXYLASE DEFICIENCY PATHWAY']",19
104,PW:0002167,"['SMP:00373', '21-ALPHA-HYDROXYLASE DEFICIENCY PATHWAY']",11
105,PW:0001805,"[""FØLLING'S DISEASE PATHWAY"", 'PKU PATHWAY', 'PHENYLALANINEMIA PATHWAY', 'PHENYLKETONURIA DISEASE PATHWAY', 'SMP:00206', 'PHENYLKETONURIA PATHWAY']",27
106,PW:0001807,"['SMP:00363', 'ORNITHINE AMINOTRANSFERASE DEFICIENCY PATHWAY', 'GYRATE ATROPHY PATHWAY']",9
107,PW:0002290,"['HYPERARGININEMIA DISEASE PATHWAY', 'DEFICIENCY OF CANAVANASE PATHWAY', 'ARGININEMIA DISEASE PATHWAY', 'SMP:00357', 'ARGINASE DEFICIENCY PATHWAY', 'HYPERARGININEMIA PATHWAY']",13
108,PW:0001936,"['HYPERLYSINEMIA DISEASE PATHWAY', 'TYPE I LYSINEMIA DISEASE PATHWAY', 'SMP:00527', 'FAMILIAL HYPERLYSINEMIA DISEASE PATHWAY', 'HYPERLYSINEMIA PATHWAY']",15
109,PW:0001627,"['SMP:00545', 'TRIFUNCTIONAL PROTEIN DEFICIENCY PATHWAY']",24
110,PW:0002294,"['AICAR TRANSFORMYLASE INOSINE MONOPHOSPHATE CYCLOHYDROLASE DEFICIENCY PATHWAY', 'AICAR TRANSFORMYLASE/IMP CYCLOHYDRLOASE DEFICIENCY PATHWAY', 'SMP:00168', 'AICA-RIBOSURIA PATHWAY']",20
111,PW:0001931,"['HYPERPROLINEMIA PATHWAY', 'HYPERPROLINEMIA DISEASE PATHWAY', 'HYPERPROLINEMIA TYPE I DISEASE PATHWAY', 'SMP:00361', 'HYPERPROLINEMIA TYPE I PATHWAY']",7
112,PW:0001628,"['TRIOSE PHOSPHATE-ISOMERASE DEFICIENCY PATHWAY', 'SMP:00563', 'TRIOSEPHOSPHATE ISOMERASE DEFICIENCY PATHWAY']",23
113,PW:0001932,"['1-PYRROLINE-5-CARBOXYLATE DEHYDROGENASE DEFICIENCY PATHWAY', 'HYPERPROLINEMIA TYPE II DISEASE PATHWAY', 'SMP:00360', 'HYPERPROLINEMIA TYPE II PATHWAY']",7
