,d.id,n.N_Name,count(s)
27,http://purl.bioontology.org/ontology/OMIM/615440,"['COXPD17', 'COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 17']",10
28,http://purl.bioontology.org/ontology/OMIM/300982,"['MRX103', 'MENTAL RETARDATION, X-LINKED 103']",12
29,http://purl.bioontology.org/ontology/OMIM/153400,"['LPHDST', 'LYMPHEDEMA WITH DISTICHIASIS', 'LYMPHEDEMA-DISTICHIASIS SYNDROME WITH RENAL DISEASE AND DIABETES MELLITUS', 'LYMPHEDEMA-DISTICHIASIS SYNDROME']",18
30,http://purl.bioontology.org/ontology/OMIM/609597,"['PFM2', 'PARIETAL FORAMINA 2']",8
31,http://purl.bioontology.org/ontology/OMIM/615444,"['CILIARY DYSKINESIA, PRIMARY, 22, WITH OR WITHOUT SITUS INVERSUS', 'CILD22', 'CILIARY DYSKINESIA, PRIMARY, 22']",13
32,http://purl.bioontology.org/ontology/OMIM/615438,"['ILFS1', 'INFANTILE LIVER FAILURE SYNDROME 1']",20
33,http://purl.bioontology.org/ontology/OMIM/615471,"['MTDPS13', 'MITOCHONDRIAL DNA DEPLETION SYNDROME 13 (ENCEPHALOMYOPATHIC TYPE)']",44
34,http://purl.bioontology.org/ontology/OMIM/616894,"['DRS3', 'ROBINOW SYNDROME, AUTOSOMAL DOMINANT 3']",43
35,http://purl.bioontology.org/ontology/OMIM/268150,"['RHNR', 'RH-NULL DISEASE, REGULATOR TYPE', 'RH-MOD', 'RH-NULL HEMOLYTIC ANEMIA, REGULATOR TYPE', 'RH DEFICIENCY SYNDROME', 'RH-NULL, REGULATOR TYPE']",6
36,http://purl.bioontology.org/ontology/OMIM/300986,"['MRXSB', 'MENTAL RETARDATION, X-LINKED, SYNDROMIC, BAIN TYPE']",35
37,http://purl.bioontology.org/ontology/OMIM/300984,"['MRX105', 'MENTAL RETARDATION, X-LINKED 105']",4
38,http://purl.bioontology.org/ontology/OMIM/615425,"['EBSB2', 'EPIDERMOLYSIS BULLOSA SIMPLEX, AUTOSOMAL RECESSIVE 2']",3
39,http://purl.bioontology.org/ontology/OMIM/615411,"['CDCBM3', 'CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 3']",12
40,http://purl.bioontology.org/ontology/OMIM/612989,"['OPA7', 'OPTIC ATROPHY 7 WITH OR WITHOUT AUDITORY NEUROPATHY']",13
41,http://purl.bioontology.org/ontology/OMIM/131850,"['DEB, PRETIBIAL', 'EPIDERMOLYSIS BULLOSA, PRETIBIAL', 'DYSTROPHIC EPIDERMOLYSIS BULLOSA, PRETIBIAL', 'EPIDERMOLYSIS BULLOSA DYSTROPHICA, PRETIBIAL']",7
42,http://purl.bioontology.org/ontology/OMIM/615418,"['MTDPS12B', 'MITOCHONDRIAL DNA DEPLETION SYNDROME 12B (CARDIOMYOPATHIC TYPE), AUTOSOMAL RECESSIVE']",11
43,http://purl.bioontology.org/ontology/OMIM/300991,"['CILD36', 'CILIARY DYSKINESIA, PRIMARY, 36, WITH OR WITHOUT SITUS INVERSUS', 'CILIARY DYSKINESIA, PRIMARY, 36, X-LINKED']",7
44,http://purl.bioontology.org/ontology/OMIM/615434,"['RP82', 'RETINITIS PIGMENTOSA 82 WITH OR WITHOUT SITUS INVERSUS']",7
45,http://purl.bioontology.org/ontology/OMIM/300990,"['MFHIEN', 'MIDFACE HYPOPLASIA, HEARING IMPAIRMENT, ELLIPTOCYTOSIS, AND NEPHROCALCINOSIS']",28
46,http://purl.bioontology.org/ontology/OMIM/615482,"['CILD25', 'CILIARY DYSKINESIA, PRIMARY, 25, WITH OR WITHOUT SITUS INVERSUS', 'CILIARY DYSKINESIA, PRIMARY, 25']",9
47,http://purl.bioontology.org/ontology/OMIM/611521,"['HYPER-IGE SYNDROME WITH ATYPICAL MYCOBACTERIOSIS, AUTOSOMAL RECESSIVE', 'TYK2 DEFICIENCY', 'IMD35', 'TYROSINE KINASE 2 DEFICIENCY', 'HIES WITH ATYPICAL MYCOBACTERIOSIS, AUTOSOMAL RECESSIVE', 'IMMUNODEFICIENCY 35']",7
48,http://purl.bioontology.org/ontology/OMIM/176400,"['CPPB1', 'PRECOCIOUS PUBERTY, CENTRAL, 1']",6
49,http://purl.bioontology.org/ontology/OMIM/300998,"['MRXS35', 'MENTAL RETARDATION, X-LINKED, SYNDROMIC, 35']",27
50,http://purl.bioontology.org/ontology/OMIM/615481,"['CILIARY DYSKINESIA, PRIMARY, 24, WITHOUT SITUS INVERSUS', 'CILD24', 'CILIARY DYSKINESIA, PRIMARY, 24']",6
51,http://purl.bioontology.org/ontology/OMIM/277410,"['METHYLMALONIC ACIDURIA, CBLD TYPE, VARIANT 2', 'HOMOCYSTINURIA, CBLD TYPE, VARIANT 1', 'METHYLMALONIC ACIDURIA, CBLH TYPE, FORMERLY', 'METHYLMALONIC ACIDEMIA AND HOMOCYSTINURIA, CBLD TYPE', 'METHYLMALONIC ACIDEMIA, CBLH TYPE, FORMERLY', 'MAHCD', 'METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLD TYPE']",23
52,http://purl.bioontology.org/ontology/OMIM/609560,"['MTDPS2', 'MITOCHONDRIAL DNA DEPLETION MYOPATHY, TK2-RELATED', 'MITOCHONDRIAL DNA DEPLETION SYNDROME 2 (MYOPATHIC TYPE)']",27
53,http://purl.bioontology.org/ontology/OMIM/614020,"['MRT14', 'MENTAL RETARDATION, AUTOSOMAL RECESSIVE 14']",4
54,http://purl.bioontology.org/ontology/OMIM/615412,"['CDCBM4', 'CORTICAL DYSPLASIA, COMPLEX, WITH OTHER BRAIN MALFORMATIONS 4']",11
55,http://purl.bioontology.org/ontology/OMIM/249900,"['METACHROMATIC LEUKODYSTROPHY DUE TO CEREBROSIDE SULFATASE ACTIVATOR DEFICIENCY', 'SAPOSIN B DEFICIENCY', 'METACHROMATIC LEUKODYSTROPHY DUE TO SAPOSIN B DEFICIENCY']",23
56,http://purl.bioontology.org/ontology/OMIM/609528,"['CEDNIK SYNDROME', 'CEREBRAL DYSGENESIS, NEUROPATHY, ICHTHYOSIS, AND PALMOPLANTAR KERATODERMA SYNDROME']",25
57,http://purl.bioontology.org/ontology/OMIM/220150,"['DALMATIAN HYPOURICEMIA', 'RHUC1', 'RENAL HYPOURICEMIA', 'HYPOURICEMIA, RENAL, 1']",6
58,http://purl.bioontology.org/ontology/OMIM/609541,"['SPOAN', 'SPASTIC PARAPLEGIA, OPTIC ATROPHY, AND NEUROPATHY']",19
59,http://purl.bioontology.org/ontology/OMIM/614028,"['HALP2', 'HYPERALPHALIPOPROTEINEMIA 2', 'APOLIPOPROTEIN C-III DEFICIENCY']",3
60,http://purl.bioontology.org/ontology/OMIM/274900,"['THYROID HORMONOGENESIS, GENETIC DEFECT IN, 5', 'HYPOTHYROIDISM, CONGENITAL, DUE TO DYSHORMONOGENESIS, 5', 'TDH5', 'THYROID DYSHORMONOGENESIS 5']",6
61,http://purl.bioontology.org/ontology/OMIM/614022,"['ATFB10', 'ATRIAL FIBRILLATION, FAMILIAL, 10']",7
62,http://purl.bioontology.org/ontology/OMIM/615486,"['INFANTILE LIVER FAILURE SYNDROME 2, FORMERLY', 'PULMONARY ALVEOLAR PROTEINOSIS, REUNION ISLAND', 'ILFS2, FORMERLY', 'ILLD', 'INTERSTITIAL LUNG AND LIVER DISEASE']",19
63,http://purl.bioontology.org/ontology/OMIM/270100,"['SIV', 'SITUS INVERSUS VISCERUM', 'HTX5', 'HETEROTAXY, VISCERAL, 5, AUTOSOMAL']",9
64,http://purl.bioontology.org/ontology/OMIM/201910,"['CAH1', 'HYPERANDROGENISM, NONCLASSIC TYPE, DUE TO 21-HYDROXYLASE DEFICIENCY', '21-HYDROXYLASE DEFICIENCY', 'CYP21 DEFICIENCY', 'ADRENAL HYPERPLASIA III', 'CONGENITAL ADRENAL HYPERPLASIA 1', 'ADRENAL HYPERPLASIA, CONGENITAL, DUE TO 21-HYDROXYLASE DEFICIENCY']",11
65,http://purl.bioontology.org/ontology/OMIM/611528,"['ARVD12', 'ARVC12', 'ARRHYTHMOGENIC RIGHT VENTRICULAR CARDIOMYOPATHY 12', 'ARRHYTHMOGENIC RIGHT VENTRICULAR DYSPLASIA, FAMILIAL, 12']",6
66,http://purl.bioontology.org/ontology/OMIM/614021,"['CPVT3', 'VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 3']",5
67,http://purl.bioontology.org/ontology/OMIM/615424,"['MULTISYSTEM PROTEINOPATHY 3', 'IBMPFD3', 'MSP3', 'INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 3']",9
68,http://purl.bioontology.org/ontology/OMIM/302045,"['CMD3B', 'CARDIOMYOPATHY, DILATED, X-LINKED', 'XLCM', 'CARDIOMYOPATHY, DILATED, 3B']",2
69,http://purl.bioontology.org/ontology/OMIM/615485,"['BRPS', 'BAINBRIDGE-ROPERS SYNDROME']",23
70,http://purl.bioontology.org/ontology/OMIM/612075,"['MTDPS8A', 'MITOCHONDRIAL DNA DEPLETION SYNDROME 8B (MNGIE TYPE)', 'MTDPS8B', 'MNGIE, RRM2B-RELATED', 'MITOCHONDRIAL DNA DEPLETION SYNDROME, ENCEPHALOMYOPATHIC, WITH RENAL TUBULOPATHY, AUTOSOMAL RECESSIVE', 'MITOCHONDRIAL NEUROGASTROINTESTINAL ENCEPHALOPATHY SYNDROME, RRM2B-RELATED', 'MITOCHONDRIAL DNA DEPLETION SYNDROME 8A (ENCEPHALOMYOPATHIC TYPE WITH RENAL TUBULOPATHY)']",14
71,http://purl.bioontology.org/ontology/OMIM/615419,"['IHPRF1', 'IHPRF', 'HYPOTONIA, INFANTILE, WITH PSYCHOMOTOR RETARDATION AND CHARACTERISTIC FACIES 1']",34
72,http://purl.bioontology.org/ontology/OMIM/616882,"['FASPS3', 'ADVANCED SLEEP PHASE SYNDROME, FAMILIAL, 3']",3
73,http://purl.bioontology.org/ontology/OMIM/612095,"['RP41', 'RETINAL DEGENERATION, AUTOSOMAL RECESSIVE, PROMININ-RELATED', 'RETINITIS PIGMENTOSA 41']",6
74,http://purl.bioontology.org/ontology/OMIM/616873,"['CVID13', 'IMMUNODEFICIENCY, COMMON VARIABLE, 13']",7
75,http://purl.bioontology.org/ontology/OMIM/612079,"['ANE SYNDROME', 'ANES', 'ALOPECIA, NEUROLOGIC DEFECTS, AND ENDOCRINOPATHY SYNDROME']",21
76,http://purl.bioontology.org/ontology/OMIM/615422,"['MSP2', 'MULTISYSTEM PROTEINOPATHY 2', 'IBMPFD2', 'INCLUSION BODY MYOPATHY WITH EARLY-ONSET PAGET DISEASE WITH OR WITHOUT FRONTOTEMPORAL DEMENTIA 2']",10
77,http://purl.bioontology.org/ontology/OMIM/615429,"['DFNB88', 'DEAFNESS, AUTOSOMAL RECESSIVE 88']",2
78,http://purl.bioontology.org/ontology/OMIM/124500,"['VOWNKL', 'DEAFNESS, CONGENITAL, WITH KERATOPACHYDERMIA AND CONSTRICTIONS OF FINGERS AND TOES', 'MUTILATING KERATODERMA', 'KHM', 'KERATODERMA HEREDITARIUM MUTILANS', 'VOHWINKEL SYNDROME']",5
79,http://purl.bioontology.org/ontology/OMIM/127000,"['KCS2', 'DWARFISM, CORTICAL THICKENING OF TUBULAR BONES, AND TRANSIENT HYPOCALCEMIA', 'KENNY SYNDROME', 'KENNY-CAFFEY SYNDROME, TYPE 2']",22
80,http://purl.bioontology.org/ontology/OMIM/616892,"['NPHS12', 'NEPHROTIC SYNDROME, TYPE 12']",7
81,http://purl.bioontology.org/ontology/OMIM/300997,"['MRX106', 'MENTAL RETARDATION, X-LINKED 106']",9
82,http://purl.bioontology.org/ontology/OMIM/615426,"['ALS20', 'AMYOTROPHIC LATERAL SCLEROSIS 20']",6
83,http://purl.bioontology.org/ontology/OMIM/612936,"['CPSQ3, FORMERLY', 'CEREBRAL PALSY, SPASTIC QUADRIPLEGIC, 3, FORMERLY', 'SPG50', 'SPASTIC PARAPLEGIA 50, AUTOSOMAL RECESSIVE']",30
84,http://purl.bioontology.org/ontology/OMIM/300983,"['MRX104', 'MENTAL RETARDATION, X-LINKED 104']",5
85,http://purl.bioontology.org/ontology/OMIM/615414,"['MCPH11', 'MICROCEPHALY 11, PRIMARY, AUTOSOMAL RECESSIVE']",3
86,http://purl.bioontology.org/ontology/OMIM/300988,"['IMMUNODEFICIENCY 50, X-LINKED RECESSIVE', 'IMD50', 'IMMUNODEFICIENCY 50']",7
87,http://purl.bioontology.org/ontology/OMIM/255800,"['CHONDRODYSTROPHIC MYOTONIA', 'SJS', 'SCHWARTZ-JAMPEL SYNDROME', 'SCHWARTZ-JAMPEL-ABERFELD SYNDROME', 'SJA SYNDROME', 'MYOTONIC MYOPATHY, DWARFISM, CHONDRODYSTROPHY, AND OCULAR AND FACIAL ABNORMALITIES', 'SJS1', 'SCHWARTZ-JAMPEL SYNDROME, TYPE 1']",51
88,http://purl.bioontology.org/ontology/OMIM/239200,"['NHPT', 'NSPH', 'HYPERPARATHYROIDISM, NEONATAL SEVERE PRIMARY', 'NSHPT', 'HYPERPARATHYROIDISM, NEONATAL SEVERE']",25
89,http://purl.bioontology.org/ontology/OMIM/612921,"['3M2', '3M SYNDROME 2', 'THREE M SYNDROME 2']",17
90,http://purl.bioontology.org/ontology/OMIM/615415,"['RHPD2', 'RENAL-HEPATIC-PANCREATIC DYSPLASIA 2']",19
91,http://purl.bioontology.org/ontology/OMIM/176410,"['SEXUAL PRECOCITY, FAMILIAL, GONADOTROPIN-INDEPENDENT', 'LEYDIG CELL ADENOMA, SOMATIC, WITH MALE-LIMITED PRECOCIOUS PUBERTY', 'TESTOTOXICOSIS, FAMILIAL', 'PRECOCIOUS PUBERTY, MALE-LIMITED']",3
92,http://purl.bioontology.org/ontology/OMIM/609536,"['C5D', 'C5 DEFICIENCY', 'COMPLEMENT COMPONENT 5 DEFICIENCY']",6
93,http://purl.bioontology.org/ontology/OMIM/616890,"['SFMMP', 'SPLIT-FOOT MALFORMATION WITH MESOAXIAL POLYDACTYLY']",3
94,http://purl.bioontology.org/ontology/OMIM/612949,"['ASPARTATE-GLUTAMATE CARRIER 1 DEFICIENCY', 'AGC1 DEFICIENCY', 'HYPOMYELINATION, GLOBAL CEREBRAL', 'EIEE39', 'EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 39']",11
95,http://purl.bioontology.org/ontology/OMIM/612073,"['MITOCHONDRIAL DNA DEPLETION SYNDROME, ENCEPHALOMYOPATHIC FORM, WITH OR WITHOUT METHYLMALONIC ACIDURIA, AUTOSOMAL RECESSIVE, SUCLA2-RELATED', 'MTDPS5', 'MITOCHONDRIAL DNA DEPLETION SYNDROME 5 (ENCEPHALOMYOPATHIC WITH OR WITHOUT METHYLMALONIC ACIDURIA)']",32
96,http://purl.bioontology.org/ontology/OMIM/612937,"['MDDGC15', 'CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IO', 'CDG1O', 'MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY, LIMB-GIRDLE, DPM3-RELATED', 'CDGIO', 'CDG IO', 'CDG1(DPM3)', 'MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY (LIMB-GIRDLE), TYPE C, 15']",9
97,http://purl.bioontology.org/ontology/OMIM/612098,"['CMH11', 'CARDIOMYOPATHY, FAMILIAL HYPERTROPHIC, 11']",3
98,http://purl.bioontology.org/ontology/OMIM/616897,"['OCLSBG', 'OSTEOCHONDRODYSPLASIA, COMPLEX LETHAL, SYMOENS-BARNES-GISTELINCK TYPE']",50
99,http://purl.bioontology.org/ontology/OMIM/615441,"['CPVT5', 'VENTRICULAR TACHYCARDIA, CATECHOLAMINERGIC POLYMORPHIC, 5, WITH OR WITHOUT MUSCLE WEAKNESS']",9
100,http://purl.bioontology.org/ontology/OMIM/616878,"['MECRCN', 'METABOLIC CRISES, RECURRENT, WITH RHABDOMYOLYSIS, CARDIAC ARRHYTHMIAS, AND NEURODEGENERATION']",45
101,http://purl.bioontology.org/ontology/OMIM/612076,"['GOUT2', 'GOUT SUSCEPTIBILITY 2', 'RHUC2', 'URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 2', 'UAQTL2', 'HYPOURICEMIA, RENAL, 2']",4
102,http://purl.bioontology.org/ontology/OMIM/615413,"['SPGF12', 'SPERMATOGENIC FAILURE 12']",4
103,http://purl.bioontology.org/ontology/OMIM/615436,"['AAT8', 'AORTIC ANEURYSM, FAMILIAL THORACIC 8']",6
104,http://purl.bioontology.org/ontology/OMIM/615431,"['MYP23', 'MYOPIA 23, AUTOSOMAL RECESSIVE']",5
105,http://purl.bioontology.org/ontology/OMIM/259770,"['OPPG', 'OPS', 'OSTEOGENESIS IMPERFECTA, OCULAR FORM', 'OSTEOPOROSIS-PSEUDOGLIOMA SYNDROME']",23
106,http://purl.bioontology.org/ontology/OMIM/612918,"['CLOVE SYNDROME', 'CLOVES SYNDROME', 'CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, EPIDERMAL NEVI, AND SKELETAL/SPINAL ABNORMALITIES', 'CONGENITAL LIPOMATOUS OVERGROWTH, VASCULAR MALFORMATIONS, AND EPIDERMAL NEVI']",16
107,http://purl.bioontology.org/ontology/OMIM/609533,"['DFNB23', 'DEAFNESS, AUTOSOMAL RECESSIVE 23']",3
108,http://purl.bioontology.org/ontology/OMIM/173900,"['POTTER TYPE III POLYCYSTIC KIDNEY DISEASE, FORMERLY', 'APKD1', 'PKD1', 'ADPKD', 'POLYCYSTIC KIDNEY DISEASE, ADULT', 'POLYCYSTIC KIDNEY DISEASE, ADULT, TYPE I', 'POLYCYSTIC KIDNEY DISEASE 1 WITH OR WITHOUT POLYCYSTIC LIVER DISEASE']",9
109,http://purl.bioontology.org/ontology/OMIM/612932,"['ENOLASE 3 DEFICIENCY', 'GSD13', 'GSD XIII', 'ENOLASE-BETA DEFICIENCY', 'GLYCOGEN STORAGE DISEASE XIII']",6
110,http://purl.bioontology.org/ontology/OMIM/242600,IMINOGLYCINURIA,6
111,http://purl.bioontology.org/ontology/OMIM/612933,"['GSD XI', 'GSD11', 'LACTATE DEHYDROGENASE A DEFICIENCY', 'GLYCOGEN STORAGE DISEASE XI']",13
112,http://purl.bioontology.org/ontology/OMIM/609549,"['NANOPHTHALMIA 2', 'NANOPHTHALMOS, AUTOSOMAL RECESSIVE', 'NNO2', 'NANOPHTHALMOS 2']",2
113,http://purl.bioontology.org/ontology/OMIM/616881,"['HLD13', 'LEUKODYSTROPHY, HYPOMYELINATING, 13']",17
114,http://purl.bioontology.org/ontology/OMIM/608104,"['CDG IH', 'CDGIH', 'CDG1H', 'CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IH']",19
115,http://purl.bioontology.org/ontology/OMIM/608106,"['HIGM5', 'HYPER-IGM SYNDROME 5', 'IMMUNODEFICIENCY WITH HYPER-IGM, TYPE 5']",10
116,http://purl.bioontology.org/ontology/OMIM/118600,"['CALCIUM GOUT', 'CALCIUM PYROPHOSPHATE ARTHROPATHY', 'CHONDROCALCINOSIS, FAMILIAL ARTICULAR', 'CALCIUM PYROPHOSPHATE DIHYDRATE DEPOSITION DISEASE', 'CPPDD', 'CCAL2', 'CHONDROCALCINOSIS 2']",5
117,http://purl.bioontology.org/ontology/OMIM/615476,"['EIEE18', 'EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 18']",13
118,http://purl.bioontology.org/ontology/OMIM/615473,"['EIEE17', 'EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 17']",12
119,http://purl.bioontology.org/ontology/OMIM/615474,"['PASNA', 'PRIMARY ALDOSTERONISM, SEIZURES, AND NEUROLOGIC ABNORMALITIES']",17
120,http://purl.bioontology.org/ontology/OMIM/614019,"['LISSENCEPHALY 4 WITH MICROCEPHALY', 'LIS4', 'LISSENCEPHALY 4']",12
121,http://purl.bioontology.org/ontology/OMIM/614017,"['CILIARY DYSKINESIA, PRIMARY, 16, WITH OR WITHOUT SITUS INVERSUS', 'CILD16', 'CILIARY DYSKINESIA, PRIMARY, 16']",10
122,http://purl.bioontology.org/ontology/OMIM/614018,"['EPM6', 'EPILEPSY, PROGRESSIVE MYOCLONIC, 6']",12
123,http://purl.bioontology.org/ontology/OMIM/311300,"['OPD SYNDROME 1', 'OPD1', 'FRONTOOTOPALATODIGITAL OSTEODYSPLASIA', 'OTOPALATODIGITAL SPECTRUM DISORDER', 'OPD I SYNDROME', 'OTOPALATODIGITAL SYNDROME, TYPE I']",46
124,http://purl.bioontology.org/ontology/OMIM/277400,"['METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLC TYPE, DIGENIC', 'VITAMIN B12 METABOLIC DEFECT WITH COMBINED DEFICIENCY OF METHYLMALONYL-COA MUTASE AND HOMOCYSTEINE:METHYLTETRAHYDROFOLATE METHYLTRANSFERASE', 'METHYLMALONIC ACIDEMIA AND HOMOCYSTINURIA, CBLC TYPE', 'METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, VITAMIN B12-RESPONSIVE', 'MAHCC', 'METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, CBLC TYPE']",47
125,http://purl.bioontology.org/ontology/OMIM/179800,"['RTA, CLASSIC TYPE', 'RTA, GRADIENT TYPE', 'RENAL TUBULAR ACIDOSIS I', 'RTA, DISTAL TYPE, AUTOSOMAL DOMINANT', 'RENAL TUBULAR ACIDOSIS, DISTAL, AUTOSOMAL DOMINANT']",10
126,http://purl.bioontology.org/ontology/OMIM/146110,"['HYPOGONADISM, ISOLATED HYPOGONADOTROPIC', 'IDIOPATHIC HYPOGONADOTROPIC HYPOGONADISM', 'HH7', 'IHH', 'HYPOGONADOTROPIC HYPOGONADISM 7 WITH OR WITHOUT ANOSMIA']",11
127,http://purl.bioontology.org/ontology/OMIM/312750,"['RTT', 'RETT SYNDROME, ATYPICAL', 'AUTISM, DEMENTIA, ATAXIA, AND LOSS OF PURPOSEFUL HAND USE', 'RETT SYNDROME, ZAPPELLA VARIANT', 'RTS', 'RETT SYNDROME, PRESERVED SPEECH VARIANT', 'RETT SYNDROME']",29
