,d.id,n.N_Name,count(s)
21,MONDO:0014953,"['INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA; IDDCA', 'INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA', 'IDDCA']",11
22,MONDO:0014958,"['HAREL-YOON SYNDROME', 'HAYOS', 'HAREL-YOON SYNDROME; HAYOS']",32
23,MONDO:0014956,"['CHITAYAT SYNDROME', 'CHYTS', 'CHITAYAT SYNDROME; CHYTS']",15
24,MONDO:0014931,"['ALAZAMI-YUAN SYNDROME', 'ALYUS', 'ALAZAMI-YUAN SYNDROME; ALYUS']",24
25,EFO:1001882,"['LOCALIZED PRIMARY CUTANEOUS NODULAR AMYLOIDOSIS', 'PCNA', 'PRIMARY CUTANEOUS AMYLOIDOSIS', 'NODULAR CUTANEOUS AMYLOIDOSIS', 'PLCNA', 'AMYLOIDOSIS, PRIMARY LOCALIZED CUTANEOUS, 1', 'PRIMARY LOCALIZED CUTANEOUS NODULAR AMYLOIDOSIS', 'PRIMARY CUTANEOUS NODULAR AMYLOIDOSIS', 'CUTANEOUS NODULAR AMYLOIDOSIS']",10
26,http://www.orpha.net/ORDO/Orphanet_93409,"BRACHYDACTYLY-SYNDACTYLY, ZHAO TYPE",5
27,MONDO:0013543,['TRYPSINOGEN DEFICIENCY'],4
28,MONDO:0009612,"['METHYLMALONYL-COENZYME A MUTASE DEFICIENCY', 'VITAMIN B12-UNRESPONSIVE METHYLMALONIC ACIDURIA', 'METHYLMALONIC ACIDEMIA DUE TO METHYLMALONYL-COA MUTASE DEFICIENCY', 'METHYLMALONIC ACIDURIA DUE TO METHYLMALONYL-COA MUTASE DEFICIENCY', 'METHYLMALONYL-COA MUTASE DEFICIENCY', 'METHYLMALONIC ACIDURIA MUT TYPE', 'METHYLMALONIC ACIDURIA, MUT TYPE', 'METHYLMALONIC ACIDURIA, MUT(-) TYPE', 'METHYLMALONIC ACIDEMIA DUE TO METHYLMALONYL-COA MUTASE DEFICIENCY MMA DUE TO MCM DEFICIENCY', 'METHYLMALONIC ACIDURIA, MUT(0) TYPE', 'VITAMIN B12-UNRESPONSIVE METHYLMALONIC ACIDEMIA', 'MCM DEFICIENCY']",24
29,http://www.orpha.net/ORDO/Orphanet_324601,X-LINKED CLEFT PALATE AND ANKYLOGLOSSIA,4
30,MONDO:0014963,"['SHASHI-PENA SYNDROME; SHAPNS', 'SHASHI-PENA SYNDROME', 'SHAPNS']",28
31,MONDO:0014968,"['PEAMO', 'ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY; PEAMO', 'ENCEPHALOPATHY, PROGRESSIVE, WITH AMYOTROPHY AND OPTIC ATROPHY']",19
32,http://purl.obolibrary.org/obo/HP_0001915,APLASTIC ANEMIA,2
33,MONDO:0014995,"['NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE', 'NEURODEVELOPMENTAL DISORDER WITH HYPOTONIA, SEIZURES, AND ABSENT LANGUAGE; NDHSAL', 'NDHSAL']",33
34,http://www.ebi.ac.uk/efo/EFO_0003107,"['SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS TYPE 1', 'SMARD 1', 'OBSOLETE_SPINAL MUSCULAR ATROPHY WITH RESPIRATORY DISTRESS']",29
35,MONDO:0013517,"['BETA-THALASSEMIA', 'BETA-THALASSEMIA HBB/LCRB']",2
36,http://www.ebi.ac.uk/efo/EFO_0003112,OBSOLETE_LATE INFANTILE NEURONAL CEROID LIPOFUSCINOSIS,14
37,http://www.ebi.ac.uk/efo/EFO_0003111,OBSOLETE_NEURONAL CEROID LIPOFUSCINOSIS,17
38,MONDO:0014944,"['SHORT STATURE, BRACHYDACTYLY, INTELLECTUAL DEVELOPMENTAL DISABILITY, AND SEIZURES', 'SBIDDS', 'SHORT STATURE, BRACHYDACTYLY, INTELLECTUAL DEVELOPMENTAL DISABILITY, AND SEIZURES; SBIDDS', 'SHORT STATURE-BRACHYDACTYLY-OBESITY-GLOBAL DEVELOPMENTAL DELAY SYNDROME']",32
39,MONDO:0014940,"['NEURODEGENERATION WITH ATAXIA, DYSTONIA, AND GAZE PALSY, CHILDHOOD-ONSET', 'NEURODEGENERATION WITH ATAXIA, DYSTONIA, AND GAZE PALSY, CHILDHOOD-ONSET; NADGP', 'NADGP']",18
40,http://www.orpha.net/ORDO/Orphanet_98986,COPPOCK-LIKE CATARACT,10
41,http://www.orpha.net/ORDO/Orphanet_98991,NUCLEAR CATARACT,21
42,Orphanet:1114,"['ACCV', 'CIRCUMSCRIBED CUTANEOUS APLASIA OF THE VERTEX', 'APLASIA CUTIS CONGENITA VERTICIS']",3
43,http://www.orpha.net/ORDO/Orphanet_79083,"['FAMILIAL PARTIAL LIPODYSTROPHY TYPE 3', 'FPLD3', 'FAMILIAL PARTIAL LIPODYSTROPHY ASSOCIATED WITH PPARG MUTATIONS']",25
44,http://www.orpha.net/ORDO/Orphanet_233655,RARE GENETIC VASCULAR DISEASE,19
45,http://www.orpha.net/ORDO/Orphanet_2508,"['PROUD-LEVINE-CARPENTER SYNDROME', 'MICRENCEPHALY - CORPUS CALLOSUM AGENESIS - ABNORMAL GENITALIA']",32
46,http://www.orpha.net/ORDO/Orphanet_275736,"['RARE COAGULOPATHY DUE TO A PLATELET RECEPTOR DEFECT', 'RARE BLEEDING DISORDER DUE TO A PLATELET RECEPTOR DEFECT', 'RARE HEMORRHAGIC DISORDER DUE TO A PLATELET RECEPTOR DEFECT']",5
47,MONDO:0009866,"['PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, CYTOSOLIC', 'PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY', 'PEPCK1 DEFICIENCY', 'PEPCK DEFICIENCY, CYTOSOLIC', 'PCK1 DEFICIENCY, CYTOSOLIC', 'PHOSPHOPYRUVATE CARBOXYLASE DEFICIENCY', 'PHOSPHOENOLPYRUVATE CARBOXYLASE DEFICIENCY', 'PEP CARBOXYKINASE DEFICIENCY', 'PHOSPHOENOLPYRUVATE CARBOXYKINASE-1 (PCK1) DEFICIENCY', 'PHOSPHOENOLPYRUVATE CARBOXYKINASE DEFICIENCY, CYTOSOLIC; PCKDC', 'PCKDC', 'PEPCK 1 DEFICIENCY']",20
48,http://www.orpha.net/ORDO/Orphanet_2518,"['PSEUDOTOXOPLASMOSIS SYNDROME', 'AUTOSOMAL RECESSIVE CHORIORETINOPATHY-MICROCEPHALY']",25
49,http://www.orpha.net/ORDO/Orphanet_2543,"['CONGENITAL CATARACT - MICROPHTHALMIA', 'MICROPHTHALMIA - CATARACT']",12
50,http://www.orpha.net/ORDO/Orphanet_166108,"['INTELLECTUAL DISABILITY - HYPOTONIA - FACIAL DYSMORPHISM', 'INTELLECTUAL DISABILITY, BIRK-BAREL TYPE']",14
51,MONDO:0033374,"['EIEE65', 'EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 65; EIEE65', 'EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 65']",9
52,http://www.orpha.net/ORDO/Orphanet_82,"['HEREDITARY THROMBOPHILIA DUE TO CONGENITAL ANTITHROMBIN 3 DEFICIENCY', 'HEREDITARY THROMBOPHILIA DUE TO CONGENITAL ANTITHROMBIN DEFICIENCY']",8
53,MONDO:0001967,"['GONADAL DYSGENESIS SYNDROME', 'GONADAL DYSGENESIS']",1
54,http://www.orpha.net/ORDO/Orphanet_71290,"['FAMILIAL PLATELET SYNDROME', 'FPD/AML SYNDROME', 'FPS/AML SYNDROME', 'FAMILIAL PLATELET DISORDER WITH ASSOCIATED MYELOID MALIGNANCY', 'FAMILIAL PLATELET SYNDROME WITH PREDISPOSITION TO ACUTE MYELOGENOUS LEUKEMIA']",11
55,http://www.orpha.net/ORDO/Orphanet_71291,"['HEREDITARY VASCULAR RETINOPATHY - RAYNAUD PHENOMENON - MIGRAINE', 'HVR', 'HEREDITARY VASCULAR RETINOPATHY']",31
56,http://www.orpha.net/ORDO/Orphanet_27,"['VITAMIN B12-UNRESPONSIVE METHYLMALONIC ACIDURIA', 'VITAMIN B12-UNRESPONSIVE METHYLMALONIC ACIDEMIA']",24
57,http://www.orpha.net/ORDO/Orphanet_22,"['SUCCINIC SEMIALDEHYDE DEHYDROGENASE DEFICIENCY', '4-HYDROXYBUTYRIC ACIDURIA']",26
58,http://www.orpha.net/ORDO/Orphanet_34587,"['GLYCOGENOSIS DUE TO LAMP-2 DEFICIENCY', 'LYSOSOMAL GLYCOGEN STORAGE DISEASE WITH NORMAL ACID MALTASE ACTIVITY', 'DANON DISEASE', 'GSD DUE TO LAMP-2 DEFICIENCY', 'GLYCOGEN STORAGE DISEASE DUE TO LAMP-2 DEFICIENCY']",21
59,MONDO:0054559,"['CDG2Q', 'CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIQ; CDG2Q', 'CDG IIQ', 'CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIQ']",11
60,MONDO:0013850,"['PERIODIC FEVER, MENSTRUAL CYCLE-DEPENDENT']",5
61,http://www.orpha.net/ORDO/Orphanet_101997,PRIMARY IMMUNODEFICIENCY,30
62,http://www.orpha.net/ORDO/Orphanet_79118,NEONATAL DIABETES - CONGENITAL HYPOTHYROIDISM - CONGENITAL GLAUCOMA - HEPATIC FIBROSIS - POLYCYSTIC KIDNEYS,32
63,MONDO:0009968,"['DISTAL RENAL TUBULAR ACIDOSIS CO-OCCURRENT WITH SENSORINEURAL DEAFNESS', 'RENAL TUBULAR ACIDOSIS, DISTAL, WITH PROGRESSIVE NERVE DEAFNESS', 'AR DRTA WITH HEARING LOSS', 'RENAL TUBULAR ACIDOSIS WITH PROGRESSIVE NERVE DEAFNESS', 'AUTOSOMAL RECESSIVE DISTAL RENAL TUBULAR ACIDOSIS WITH HEARING LOSS', 'AUTOSOMAL RECESSIVE DISTAL RENAL TUBULAR ACIDOSIS WITH DEAFNESS', 'AR DRTA WTH DEAFNESS', 'RENAL TUBULAR ACIDOSIS PROGRESSIVE NERVE DEAFNESS', 'RENAL TUBULAR ACIDOSIS WITH DEAFNESS', 'RENAL TUBULAR ACIDOSIS TYPE 1B', 'RENAL TUBULAR ACIDOSIS, AUTOSOMAL RECESSIVE, WITH PROGRESSIVE NERVE DEAFNESS', 'RTA WITH PROGRESSIVE NERVE DEAFNESS']",4
64,http://www.orpha.net/ORDO/Orphanet_2639,"['DU PAN SYNDROME', 'FIBULAR APLASIA - COMPLEX BRACHYDACTYLY']",16
65,MONDO:0054565,"['SHORT-RIB THORACIC DYSPLASIA 17 WITH OR WITHOUT POLYDACTYLY; SRTD17', 'SRTD17', 'SHORT-RIB THORACIC DYSPLASIA 17 WITH OR WITHOUT POLYDACTYLY']",5
66,http://www.orpha.net/ORDO/Orphanet_79151,ACROKERATOSIS VERRUCIFORMIS OF HOPF,5
67,MONDO:0054591,"['STANKIEWICZ-ISIDOR SYNDROME; STISS', 'STISS', 'STANKIEWICZ-ISIDOR SYNDROME']",23
68,MONDO:0030914,"['MENTAL RETARDATION, AUTOSOMAL DOMINANT 49; MRD49', 'AUTOSOMAL DOMINANT MENTAL RETARDATION 49', 'MENTAL RETARDATION, AUTOSOMAL DOMINANT 49', 'MRD49', 'INTELLECTUAL DISABILITY, AUTOSOMAL DOMINANT 49']",19
69,MONDO:0030916,"['MENTAL RETARDATION, AUTOSOMAL DOMINANT 50; MRD50', 'AUTOSOMAL DOMINANT MENTAL RETARDATION 50', 'MENTAL RETARDATION, AUTOSOMAL DOMINANT 50', 'MRD50', 'INTELLECTUAL DISABILITY, AUTOSOMAL DOMINANT 50']",5
70,MONDO:0030917,"['MRD51', 'AUTOSOMAL DOMINANT MENTAL RETARDATION 51', 'MENTAL RETARDATION, AUTOSOMAL DOMINANT 51', 'MENTAL RETARDATION, AUTOSOMAL DOMINANT 51; MRD51', 'INTELLECTUAL DISABILITY, AUTOSOMAL DOMINANT 51']",6
71,http://www.ebi.ac.uk/efo/EFO_0004922,"['GM00719 CELL', 'GM00719']",34
72,http://www.orpha.net/ORDO/Orphanet_319462,INHERITED CANCER-PREDISPOSING SYNDROME DUE TO BIALLELIC BRCA2 MUTATIONS,12
73,http://www.orpha.net/ORDO/Orphanet_331206,"['SCID DUE TO COMPLETE RAG1/2 DEFICIENCY', 'SEVERE COMBINED IMMUNODEFICIENCY DUE TO COMPLETE RAG1/2 DEFICIENCY']",15
74,MONDO:0033482,"['SPINOCEREBELLAR ATAXIA 47; SCA47', 'SCA47', 'SPINOCEREBELLAR ATAXIA 47']",18
75,http://www.orpha.net/ORDO/Orphanet_521438,"['CONGENITAL NAD DEFICIENCY DISORDER', 'CONGENITAL VERTEBRAL-CARDIAC-RENAL ANOMALIES SYNDROME']",21
76,MONDO:0054636,"['SKRABAN-DEARDORFF SYNDROME; SKDEAS', 'INTELLECTUAL DISABILITY WITH SEIZURES, ABNORMAL GAIT, AND DISTINCTIVE FACIAL FEATURES', 'SKDEAS', 'SKRABAN-DEARDORFF SYNDROME']",24
77,http://www.orpha.net/ORDO/Orphanet_79240,"['GLYCOGENOSIS TYPE IXB', 'GLYCOGENOSIS DUE TO LIVER AND MUSCLE PHOSPHORYLASE KINASE DEFICIENCY', 'GLYCOGEN STORAGE DISEASE TYPE IXB', 'GSD TYPE 9B', 'GLYCOGEN STORAGE DISEASE TYPE 9B', 'GLYCOGENOSIS TYPE 9B', 'GSD TYPE IXB', 'GSD DUE TO LIVER AND MUSCLE PHOSPHORYLASE KINASE DEFICIENCY', 'GLYCOGEN STORAGE DISEASE DUE TO LIVER AND MUSCLE PHOSPHORYLASE KINASE DEFICIENCY']",8
78,http://www.orpha.net/ORDO/Orphanet_91024,"['AUTOSOMAL RECESSIVE AXONAL CHARCOT-MARIE-TOOTH DISEASE TYPE 4C', 'CHARCOT-MARIE-TOOTH DISEASE, AXONAL, AUTOSOMAL RECESSIVE TYPE 4C', 'AR-CMT2', 'AUTOSOMAL RECESSIVE AXONAL CHARCOT-MARIE-TOOTH DISEASE TYPE 2']",25
79,MONDO:0054695,"['MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION; CNM6', 'MYOPATHY, CENTRONUCLEAR, 6, WITH FIBER-TYPE DISPROPORTION']",14
80,http://www.orpha.net/ORDO/Orphanet_79316,"['PEPCK1 DEFICIENCY', 'PHOSPHOENOLPYRUVATE CARBOXYKINASE 1 DEFICIENCY']",20
81,http://www.orpha.net/ORDO/Orphanet_79320,"['CARBOHYDRATE DEFICIENT GLYCOPROTEIN SYNDROME TYPE IC', 'GLUCOSYLTRANSFERASE 1 DEFICIENCY', 'CDG-IC', 'CDG SYNDROME TYPE IC', 'CONGENITAL DISORDER OF GLYCOSYLATION TYPE 1C', 'CDG1C', 'CONGENITAL DISORDER OF GLYCOSYLATION TYPE IC', 'ALG6-CDG']",11
82,http://www.orpha.net/ORDO/Orphanet_79330,"['CDG-IIB', 'CONGENITAL DISORDER OF GLYCOSYLATION TYPE IIB', 'CONGENITAL DISORDER OF GLYCOSYLATION TYPE 2B', 'CDG SYNDROME TYPE IIB', 'CDG2B', 'GLUCOSIDASE 1 DEFICIENCY', 'CARBOHYDRATE DEFICIENT GLYCOPROTEIN SYNDROME TYPE IIB', 'GCS1-CDG']",26
83,MONDO:0015003,"['DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES; DYTOABG', 'DYTOABG', 'DYSTONIA, CHILDHOOD-ONSET, WITH OPTIC ATROPHY AND BASAL GANGLIA ABNORMALITIES', 'DYSTONIA 29, CHILDHOOD-ONSET']",17
84,MONDO:0015014,"['COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, AND DEAFNESS', 'COMMAD', 'COLOBOMA, OSTEOPETROSIS, MICROPHTHALMIA, MACROCEPHALY, ALBINISM, AND DEAFNESS; COMMAD']",11
85,http://www.orpha.net/ORDO/Orphanet_93962,"['AUTOSOMAL DOMINANT SPASMODIC TORTICOLLIS', 'AUTOSOMAL DOMINANT CERVICAL DYSTONIA']",17
86,MONDO:0054794,"['HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE 3', 'HYDROCEPHALUS, NONSYNDROMIC, AUTOSOMAL RECESSIVE 3, FORMERLY', 'HYDROCEPHALUS, CONGENITAL, 3, WITH BRAIN ANOMALIES; HYC3', 'HYDROCEPHALUS, CONGENITAL, 3, WITH BRAIN ANOMALIES']",6
87,http://www.orpha.net/ORDO/Orphanet_183506,GENETIC CENTRAL NERVOUS SYSTEM MALFORMATION,29
88,MONDO:0054781,"['COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36; COXPD36', 'COXPD36', 'COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 36']",6
89,MONDO:0054785,"['MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 6; MMDS6', 'MMDS6', 'MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 6']",17
90,MONDO:0054782,"['LEUKODYSTROPHY, HYPOMYELINATING, 15; HLD15', 'HLD15', 'LEUKODYSTROPHY, HYPOMYELINATING, 15']",23
91,MONDO:0011213,"['PLANTAR LIPOMATOSIS-UNUSUAL FACIES-DEVELOPMENTAL DELAY SYNDROME', 'PLANTAR LIPOMATOSIS-FACIAL DYSMORPHISM-DEVELOPMENTAL DELAY SYNDROME', 'PIERPONT SYNDROME', 'PIERPONT SYNDROME; PRPTS', 'PLANTAR LIPOMATOSIS, UNUSUAL FACIES, AND DEVELOPMENTAL DELAY', 'PRPTS']",46
92,http://www.orpha.net/ORDO/Orphanet_183518,RARE HEREDITARY ATAXIA,36
93,MONDO:0054748,"['FANCONI ANEMIA, COMPLEMENTATION GROUP S; FANCS', 'FANCS', 'FANCONI ANEMIA, COMPLEMENTATION GROUP S']",23
94,MONDO:0054742,"['COXPD35', 'COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35; COXPD35', 'COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 35']",14
95,MONDO:0054743,"['PCLD3', 'POLYCYSTIC LIVER DISEASE 3 WITH OR WITHOUT KIDNEY CYSTS; PCLD3', 'POLYCYSTIC LIVER DISEASE 3 WITH OR WITHOUT KIDNEY CYSTS']",1
96,MONDO:0054741,"['COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34; COXPD34', 'COXPD34', 'COMBINED OXIDATIVE PHOSPHORYLATION DEFICIENCY 34']",9
97,MONDO:0054732,"['SPERMATOGENIC FAILURE 28; SPGF28', 'SPGF28', 'SPERMATOGENIC FAILURE 28']",3
98,MONDO:0054733,"['SPERMATOGENIC FAILURE 29; SPGF29', 'SPGF29', 'SPERMATOGENIC FAILURE 29']",1
99,http://www.orpha.net/ORDO/Orphanet_83330,"['WERDNIG-HOFFMANN DISEASE', 'SMA1', 'SMA-I', 'INFANTILE SPINAL MUSCULAR ATROPHY', 'PROXIMAL SPINAL MUSCULAR ATROPHY TYPE 1']",13
100,MONDO:0054764,"['NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 8; NBIA8', 'NBIA8', 'NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 8']",9
101,Orphanet:1429,"['HEREDITARY BENIGN CHOREA', 'CHOREA, BENIGN FAMILIAL', 'CHOREA FAMILIAL BENIGN', 'BENIGN HEREDITARY CHOREA', 'BENIGN FAMILIAL CHOREA']",8
102,http://www.orpha.net/ORDO/Orphanet_319646,"['CDGIT', 'PGM-CDG']",23
103,http://www.orpha.net/ORDO/Orphanet_319635,"['AMYLOIDOSIS CUTIS DYSCHROMICA', 'AMYLOIDOSIS CUTIS DYSCHROMIA']",3
104,http://www.orpha.net/ORDO/Orphanet_79443,"['ALBRIGHT HEREDITARY OSTEODYSTROPHY - PHP IA', 'AHO - PHP IA', 'PSEUDOHYPOPARATHYROIDISM TYPE 1A']",31
105,MONDO:0008691,"['ZINC, ELEVATED PLASMA', 'ALBUMIN BINDING OF ZINC, ELEVATED', 'HYPERZINCEMIA AND HYPERCALPROTECTINEMIA', 'HYPERZINCEMIA, FAMILIAL DYSALBUMINEMIC']",2
106,http://www.orpha.net/ORDO/Orphanet_281090,"['SYNDROMIC RECESSIVE X-LINKED ICHTHYOSIS', 'SYNDROMIC RXLI', 'SYNDROMIC X-LINKED ICHTHYOSIS']",7
107,http://www.orpha.net/ORDO/Orphanet_400008,RARE GENETIC FEMALE INFERTILITY,1
108,http://www.orpha.net/ORDO/Orphanet_199296,CONGENITAL ISOLATED ACTH DEFICIENCY,7
109,Orphanet:183570,"['MALFORMATION SYNDROME ASSOCIATED WITH SHORT STATURE', 'MALFORMATION SYNDROME WITH SHORT STATURE', 'CONGENITAL MALFORMATION SYNDROME ASSOCIATED WITH SHORT STATURE', 'CONGENITAL MALFORMATION SYNDROME AND SHORT STATURE', 'GENETIC MALFORMATION SYNDROME WITH SHORT STATURE']",9
110,http://www.orpha.net/ORDO/Orphanet_79408,"['AUTOSOMAL RECESSIVE DYSTROPHIC EPIDERMOLYSIS BULLOSA, HALLOPEAU-SIEMENS TYPE', 'RDEB-SEV GEN', 'RDEB GENERALISATA GRAVIS', 'SEVERE GENERALIZED RDEB', 'RDEB, HALLOPEAU-SIEMENS TYPE', 'AUTOSOMAL RECESSIVE DYSTROPHIC EPIDERMOLYSIS BULLOSA GENERALISATA GRAVIS', 'SEVERE GENERALIZED RECESSIVE DYSTROPHIC EPIDERMOLYSIS BULLOSA']",24
111,Orphanet:183539,"['RENAL OR URINARY TRACT MALFORMATION', 'CONGENITAL ANOMALIES OF KIDNEY AND URINARY TRACT', 'CONGENITAL ANOMALIES OF THE KIDNEY AND URINARY TRACT', 'CAKUT', 'CONGENITAL ANOMALY OF KIDNEY AND URINARY TRACT', 'GENETIC RENAL OR URINARY TRACT MALFORMATION']",6
112,MONDO:0011323,"['ARHINIA, CHOANAL ATRESIA, AND MICROPHTHALMIA', 'BOSMA ARHINIA MICROPHTHALMIA SYNDROME; BAMS', 'ARHINIA, CHOANAL ATRESIA, MICROPHTHALMIA, AND HYPOGONADOTROPIC HYPOGONADISM', 'BOSMA ARHINIA MICROPHTHALMIA SYNDROME']",26
113,http://www.ebi.ac.uk/efo/EFO_0010267,"['CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE G', 'AUTOSOMAL DOMINANT INTERMEDIATE CHARCOT-MARIE-TOOTH DISEASE TYPE G']",16
